Begin,Description,End,FACILITY,Module,RES_TK,Tool,User_id,WBS
2023-01-10 16:00:00,DSA,2023-01-10 19:00:00,PLINE300,BOTL,4229207,TRDUOS,vanbel53,31199/00650
2023-01-10 16:00:00,Inspection,2023-01-10 17:30:00,PLINE300,"",4230069,SU8000,dusar,37037/02213
2023-01-10 16:00:00,making samples,2023-01-10 18:00:00,PLINE300,"",4229001,SC3400,genjim61,98601/00962
2023-01-10 16:00:00,making samples,2023-01-10 18:00:00,PLINE300,"",4229002,TR3400,genjim61,98601/00962
2023-01-10 16:00:00,meas,2023-01-10 18:00:00,PLINE300,"",4229755,H5000_2,kato15,31199/30117
2023-01-10 16:00:00,setup recipe,2023-01-10 17:30:00,PLINE300,"",4229318,ARCHER700,baudem,38199/01836
2023-01-10 16:30:00,PWEC3,2023-01-10 18:30:00,PLINE300,"",4230753,KLA2925,sah32,31199/01920
2023-01-10 16:30:00,Waimea project development,2023-01-10 18:00:00,PLINE300,CHA,4230051,ANELVA_3,li17,38199/14775
2023-01-10 16:30:00,Waimea project development,2023-01-10 18:00:00,PLINE300,CHB,4230052,ANELVA_3,li17,38199/14775
2023-01-10 16:30:00,Waimea project development,2023-01-10 18:00:00,PLINE300,CHC,4230053,ANELVA_3,li17,38199/14775
2023-01-10 16:30:00,Waimea project development,2023-01-10 18:00:00,PLINE300,LP3,4230054,ANELVA_3,li17,38199/14775
2023-01-10 17:00:00,Ag Nanomesh,2023-01-10 18:30:00,PLINE200,"",4229975,NOVA200,planke49,97406/01185
2023-01-10 17:00:00,sem,2023-01-10 18:30:00,PLINE300,"",4209266,SEMVISION,dvriendt,32299/00013
2023-01-10 17:00:00,Tb PtMn,2023-01-11 00:00:00,PLINE200,"",4229321,EV11,chen66,31499/02180
2023-01-10 17:30:00,APC,2023-01-10 21:00:00,PLINE300,SN,4230819,EP5,schelc12,31199/01057
2023-01-10 17:30:00,Use,2023-01-11 00:00:00,PLINE300,"",4229750,ARCHER700,gronhe29,31199/01920
2023-01-10 18:00:00,Inpria,2023-01-10 20:00:00,PLINE300,"",4230000,HITACHI5000,deschepp,31199/31247
2023-01-10 18:00:00,making,2023-01-10 19:30:00,PLINE300,"",4229863,SC3400,genjim61,98601/00962
2023-01-10 18:00:00,making,2023-01-10 19:30:00,PLINE300,"",4229864,TR3400,genjim61,98601/00962
2023-01-10 18:00:00,meas,2023-01-10 19:00:00,PLINE300,"",4229873,H5000_2,kato15,31199/30117
2023-01-10 18:00:00,process,2023-01-10 19:00:00,PLINE300,"",4229871,SCD100,negreira,31199/02273
2023-01-10 18:30:00,i,2023-01-10 20:00:00,PLINE300,"",4219907,SEMVISION,engelen,43001/43193
2023-01-10 19:00:00,dev,2023-01-11 00:00:00,PLINE300,"",4229411,H6300,thiam14,98601/00962
2023-01-10 19:00:00,TMMF S2020 processing,2023-01-10 22:00:00,PLINE200,"",4229922,LAMINATOR_2,hulsd,37037/01949
2023-01-10 19:30:00,exposure,2023-01-10 20:30:00,PLINE300,"",4228860,SC3400,kato15,31199/30117
2023-01-10 19:30:00,exposure,2023-01-10 20:30:00,PLINE300,"",4228861,TR3400,kato15,31199/30117
2023-01-10 21:00:00,Use,2023-01-11 00:00:00,PLINE300,"",4230781,H6300_2,zidan45,31199/01988
2023-01-10 21:30:00,Mazo Binaries w/ O3,2023-01-11 00:00:00,PLINE300,LP1,4230810,XP4_4,pavel13,31499/01284
2023-01-10 21:30:00,Mazo Binaries w/ O3,2023-01-11 00:00:00,PLINE300,PM1,4230811,XP4_4,pavel13,31499/01284
2023-01-10 22:00:00,TEM spec prep,2023-01-11 00:00:00,PLINE300,"",4230843,HELIOS_G5,nalinm87,42199/00160
2023-01-10 23:00:00,source calibration by ASML,2023-01-11 00:00:00,PLINE300,"",4229424,SC3400,versluij,31199/00653
2023-01-10 23:30:00,test,2023-01-11 00:00:00,PLINE300,"",4230096,TR3300,vleerb85,31199/30079
2023-01-11 00:00:00,Mazo Binaries w/ O3,2023-01-11 09:00:00,PLINE300,LP1,4230812,XP4_4,pavel13,31499/01284
2023-01-11 00:00:00,Mazo Binaries w/ O3,2023-01-11 09:00:00,PLINE300,PM1,4230813,XP4_4,pavel13,31499/01284
2023-01-11 00:00:00,Tb PtMn,2023-01-11 09:00:00,PLINE200,"",4229322,EV11,chen66,31499/02180
2023-01-11 00:00:00,TEM spec prep,2023-01-11 06:00:00,PLINE300,"",4230844,HELIOS_G5,nalinm87,42199/00160
2023-01-11 00:00:00,test,2023-01-11 01:00:00,PLINE300,"",4229982,TR3300,vleerb85,31199/30079
2023-01-11 00:00:00,Use,2023-01-11 09:00:00,PLINE300,"",4229658,H6300,zidan45,31199/01988
2023-01-11 00:00:00,Use,2023-01-11 12:00:00,PLINE300,"",4229751,ARCHER700,gronhe29,31199/01920
2023-01-11 01:00:00,hold,2023-01-11 04:00:00,PLINE300,"",4229899,HITACHI5000,alaertsw,31199/00653
2023-01-11 01:00:00,test,2023-01-11 02:00:00,PLINE300,"",4228711,SC3400,vleerb85,31199/30079
2023-01-11 01:00:00,test,2023-01-11 02:00:00,PLINE300,"",4228712,TR3400,vleerb85,31199/30079
2023-01-11 06:00:00,lots on expinp,2023-01-11 14:00:00,PLINE300,H1,4230056,REFLEXION_2,raymaek,31399/00039
2023-01-11 06:00:00,lots on expinp,2023-01-11 14:00:00,PLINE300,LP1,4230057,REFLEXION_2,raymaek,31399/00039
2023-01-11 06:00:00,lots on expinp,2023-01-11 14:00:00,PLINE300,PM1,4230058,REFLEXION_2,raymaek,31399/00039
2023-01-11 06:00:00,lots on expinp,2023-01-11 14:00:00,PLINE300,PM2,4230059,REFLEXION_2,raymaek,31399/00039
2023-01-11 06:00:00,lots on expinp,2023-01-11 14:00:00,PLINE300,PM3,4230060,REFLEXION_2,raymaek,31399/00039
2023-01-11 06:00:00,pline werk,2023-01-11 09:00:00,PLINE300,"",4230851,SU8000,caluwaer,31699/00055
2023-01-11 06:30:00,TEM prep,2023-01-11 14:00:00,PLINE300,"",4230014,HELIOS_G5,han27,42199/00160
2023-01-11 07:00:00,BID13 - 4 samples,2023-01-11 12:00:00,PLINE300,"",4230002,EBEAM300,veenae54,31199/00653
2023-01-11 08:00:00,ffem,2023-01-11 09:00:00,PLINE300,PM,4230862,EDR7100,vanderey,31199/31191
2023-01-11 08:00:00,i,2023-01-11 10:00:00,PLINE300,"",4229016,HELIOS1200,stiersj,37092/02172
2023-01-11 08:00:00,Mohands work,2023-01-11 09:00:00,PLINE300,"",4230826,HITACHI5000,haider15,31199/01918
2023-01-11 08:00:00,Recipe creation,2023-01-11 11:00:00,PLINE300,"",4230076,H6300_2,vdbroecn,31199/31811
2023-01-11 08:00:00,SUSS on-site,2023-01-11 20:00:00,PLINE300,"",4220128,HYBRID_BONDER,kennes63,36671/01900
2023-01-11 08:00:00,test,2023-01-11 09:00:00,PLINE300,"",4228710,TR3300,cloost23,31199/30079
2023-01-11 08:00:00,test,2023-01-11 10:00:00,PLINE300,"",4219995,SC1000,cloost23,31199/30079
2023-01-11 08:00:00,test,2023-01-11 10:00:00,PLINE300,"",4219996,TR1000,cloost23,31199/30079
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,LP1,4230090,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,LP2,4230091,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,LP3,4230092,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,PM1,4230093,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,PM2,4230094,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,PM3,4230095,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,PM4,4230097,CIRCL,cochet,32299/00013
2023-01-11 08:00:00,TOK bonding,2023-01-11 12:00:00,PLINE200,"",4229683,BONDER_200,thomas82,44042/49500
2023-01-11 08:00:00,training,2023-01-11 10:00:00,PLINE300,"",4220275,NOVA200_2,mander15,39320/36502
2023-01-11 08:30:00,EDX,2023-01-11 11:00:00,PLINE200,"",4230047,NOVA200,verbeeck,43001/01668
2023-01-11 08:30:00,p,2023-01-11 12:30:00,PLINE300,LP1,4230015,EXTREME_2,goovae19,31199/01918
2023-01-11 08:30:00,p,2023-01-11 12:30:00,PLINE300,LP2,4230016,EXTREME_2,goovae19,31199/01918
2023-01-11 08:30:00,p,2023-01-11 12:30:00,PLINE300,LP3,4230017,EXTREME_2,goovae19,31199/01918
2023-01-11 08:30:00,p,2023-01-11 12:30:00,PLINE300,PM1,4230018,EXTREME_2,goovae19,31199/01918
2023-01-11 08:30:00,T1107 coating,2023-01-11 11:00:00,PLINE200,"",4230876,TEMP_BONDER,jedidi64,31012/01084
2023-01-11 08:30:00,test,2023-01-11 09:00:00,PLINE300,"",4230780,SCD100,cloost23,31199/30079
2023-01-11 09:00:00,AE212330/1,2023-01-11 23:00:00,PLINE300,CH2_MC,4228990,ENDURA_5,devul,31499/02251
2023-01-11 09:00:00,AE212330/1,2023-01-11 23:00:00,PLINE300,CH3,4228991,ENDURA_5,devul,31499/02251
2023-01-11 09:00:00,AE212330/1,2023-01-11 23:00:00,PLINE300,CHE,4228992,ENDURA_5,devul,31499/02251
2023-01-11 09:00:00,AE212330/1,2023-01-11 23:00:00,PLINE300,LP1,4228993,ENDURA_5,devul,31499/02251
2023-01-11 09:00:00,AE212330/1,2023-01-11 23:00:00,PLINE300,LP2,4228994,ENDURA_5,devul,31499/02251
2023-01-11 09:00:00,AMMLDF22_1 D02-D07,2023-01-11 13:00:00,PLINE300,"",4230131,PROVISION2E,beggia74,31199/00653
2023-01-11 09:00:00,cure wpr,2023-01-11 14:00:00,PLINE200,"",4229499,BLUE_M_BCB,jslabbe,32299/00013
2023-01-11 09:00:00,DEVINO LOT DOWNSIZING,2023-01-11 10:30:00,PLINE200,"",4230875,300MM_DICER,ameghn57,36671/01224
2023-01-11 09:00:00,DSA,2023-01-11 11:00:00,PLINE300,"",4229603,H6300,verstr99,31199/00650
2023-01-11 09:00:00,manual measurement,2023-01-11 12:00:00,PLINE300,"",4229944,NX3DM,moussa,31199/01918
2023-01-11 09:00:00,Pline use,2023-01-11 10:00:00,PLINE300,"",4229734,SP3,verhoevj,36003/36503
2023-01-11 09:00:00,PtCr alloys annealed,2023-01-11 17:00:00,PLINE200,"",4230825,EV11,jansse23,31499/00432
2023-01-11 09:00:00,SAELE,2023-01-11 10:00:00,PLINE300,"",4230143,HITACHI5000,blanco74,31199/01889
2023-01-11 09:00:00,test,2023-01-11 10:00:00,PLINE300,"",4228709,TR3300,cloost23,31199/30079
2023-01-11 09:00:00,TK10 processing,2023-01-11 16:00:00,PLINE300,CPC11,4230104,DNS_5,decost63,98601/01062
2023-01-11 09:00:00,TK10 processing,2023-01-11 16:00:00,PLINE300,LP3,4230105,DNS_5,decost63,98601/01062
2023-01-11 09:00:00,TK10 processing,2023-01-11 16:00:00,PLINE300,LP4,4230106,DNS_5,decost63,98601/01062
2023-01-11 09:00:00,TK10 processing,2023-01-11 16:00:00,PLINE300,MPC5,4230107,DNS_5,decost63,98601/01062
2023-01-11 09:00:00,To carry out SPC on MH300,2023-01-11 11:30:00,PLINE300,"",4230861,MH300,dara85,36003/01221
2023-01-11 09:00:00,tst,2023-01-12 00:00:00,PLINE300,"",4230890,YS375,truffert,31199/01570
2023-01-11 09:30:00,200 mm tapeframe,2023-01-11 11:00:00,PLINE200,"",4230164,LASERDEBOND,coulso66,44286/44542
2023-01-11 09:30:00,APC,2023-01-11 12:00:00,PLINE300,SN,4229142,EP5,schelc12,31199/01057
2023-01-11 09:30:00,ATR-FTIR with liquid cell,2023-01-11 10:00:00,PLINE300,"",4230905,FTIR_2,wu78,32005/00330
2023-01-11 09:30:00,coupon etching,2023-01-11 11:00:00,PLINE300,LP1,4230782,TEL_TACTRAS3,paolil45,31199/01988
2023-01-11 09:30:00,coupon etching,2023-01-11 11:00:00,PLINE300,PM6,4230783,TEL_TACTRAS3,paolil45,31199/01988
2023-01-11 09:30:00,imec clean 2wfrs,2023-01-11 10:00:00,PLINE300,LP4,4229916,DNS_6,peissk91,31499/00379
2023-01-11 09:30:00,imec clean 2wfrs,2023-01-11 10:00:00,PLINE300,MPC2,4229917,DNS_6,peissk91,31499/00379
2023-01-11 09:30:00,test,2023-01-11 10:00:00,PLINE300,"",4228713,SC3400,cloost23,31199/30079
2023-01-11 09:30:00,test,2023-01-11 10:00:00,PLINE300,"",4228714,TR3400,cloost23,31199/30079
2023-01-11 10:00:00,Coupin work,2023-01-11 11:00:00,PLINE300,LP1,4229941,LAM_E6,canvel12,98500/01936
2023-01-11 10:00:00,Coupin work,2023-01-11 11:00:00,PLINE300,PM5,4229942,LAM_E6,canvel12,98500/01936
2023-01-11 10:00:00,FIB,2023-01-11 12:00:00,PLINE300,"",4230889,HELIOS450,impagn97,42199/00160
2023-01-11 10:00:00,iLIME 20221215-131818-fujimo16,2023-01-11 12:00:00,PLINE300,"",4230867,JVX7300M,tielens,32499/38006
2023-01-11 10:00:00,Inpria,2023-01-11 12:00:00,PLINE300,"",4228820,TR3300,choudr12,31199/31247
2023-01-11 10:00:00,JSR Private,2023-01-11 11:00:00,PLINE200,"",4229888,TELACT8_750,krishn87,31199/01513
2023-01-11 10:00:00,KLA ZETA SAT measurements,2023-01-11 18:00:00,PLINE300,"",4229935,ZETA,tuncaa41,36003/02120
2023-01-11 10:00:00,making samples,2023-01-11 11:00:00,PLINE300,"",4228999,SC3400,genjim61,31199/02273
2023-01-11 10:00:00,making samples,2023-01-11 11:00:00,PLINE300,"",4229000,TR3400,genjim61,31199/02273
2023-01-11 10:00:00,Manual MOKE 20p50,2023-01-11 17:00:00,PLINE300,"",4230790,POLARKERR_2,talmel16,38199/01593
2023-01-11 10:00:00,monitor,2023-01-11 10:30:00,PLINE300,PM,4230892,EP5,schoof76,31199/00653
2023-01-11 10:00:00,Recipe creation,2023-01-11 11:00:00,PLINE300,"",4230087,KLA2925,moet12,32299/00352
2023-01-11 10:00:00,sem,2023-01-11 12:00:00,PLINE300,"",4220356,SEMVISION,beirnaer,32299/00013
2023-01-11 10:00:00,Si,2023-01-11 11:00:00,PLINE300,"",4230847,SCD100,netsou48,30990/32063
2023-01-11 10:00:00,tem,2023-01-11 17:00:00,PLINE300,"",4229359,TITAN,faviap,42199/00160
2023-01-11 10:00:00,test TEOS after repair,2023-01-11 15:00:00,PLINE300,LP1,4230924,VERSALIS,belov93,32099/01506
2023-01-11 10:00:00,test TEOS after repair,2023-01-11 15:00:00,PLINE300,PM1,4230925,VERSALIS,belov93,32099/01506
2023-01-11 10:00:00,Use,2023-01-11 13:00:00,PLINE300,"",4229690,HITACHI5000,gronhe29,31199/01920
2023-01-11 10:00:00,ws2,2023-01-11 16:00:00,PLINE300,"",4229930,TECNAIF30,koylan92,42199/00160
2023-01-11 10:30:00,Bscord2prd,2023-01-11 11:30:00,PLINE300,ATM,4230176,SEZ304_2,dubey63,30990/02250
2023-01-11 10:30:00,Bscord2prd,2023-01-11 11:30:00,PLINE300,SM1,4230177,SEZ304_2,dubey63,30990/02250
2023-01-11 10:30:00,Bscord2prd,2023-01-11 11:30:00,PLINE300,SM2,4230178,SEZ304_2,dubey63,30990/02250
2023-01-11 10:30:00,Bscord2prd,2023-01-11 11:30:00,PLINE300,SM3,4230179,SEZ304_2,dubey63,30990/02250
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,LP1,4230868,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,LP2,4230869,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,LP3,4230870,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,PM1,4230871,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,PM2,4230872,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,PM3,4230873,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,devinp,2023-01-11 12:30:00,PLINE300,PM4,4230874,CIRCL,janard53,32102/01048
2023-01-11 10:30:00,DFR,2023-01-11 12:00:00,PLINE200,"",4230161,AP300,eswara57,37037/01949
2023-01-11 10:30:00,Mazo Binaries w/ O3,2023-01-11 12:00:00,PLINE300,"",4230807,2830ZT,pavel13,31499/01284
2023-01-11 10:30:00,WS2 MOCVD R&D,2023-01-12 00:00:00,PLINE300,"",4230922,EPSILON3200,groven85,31499/00880
2023-01-11 11:00:00,ADI,2023-01-11 14:00:00,PLINE300,"",4230137,H6300,huang72,31199/01617
2023-01-11 11:00:00,APC,2023-01-11 13:00:00,PLINE300,"",4229595,H6300_2,das89,31199/02287
2023-01-11 11:00:00,Coupon,2023-01-11 13:00:00,PLINE300,"",4230863,FTIR_2,arvind29,31199/02271
2023-01-11 11:00:00,DFR,2023-01-11 12:30:00,PLINE200,"",4230162,ACT12_MTM,eswara57,37037/01949
2023-01-11 11:00:00,DSA,2023-01-11 12:00:00,PLINE300,"",4230142,KLA2925,verstr99,31199/00650
2023-01-11 11:00:00,i,2023-01-11 12:30:00,PLINE300,"",4230901,NOVA200_2,redants,98300/01618
2023-01-11 11:00:00,IGZO project devolpment,2023-01-11 12:30:00,PLINE300,LP4,4230849,LAM_E6,li17,38199/01284
2023-01-11 11:00:00,IGZO project devolpment,2023-01-11 12:30:00,PLINE300,PM5,4230850,LAM_E6,li17,38199/01284
2023-01-11 11:00:00,Inpria,2023-01-11 12:00:00,PLINE300,"",4229405,SC3400,castel93,31199/01706
2023-01-11 11:00:00,Inpria,2023-01-11 12:00:00,PLINE300,"",4229406,TR3400,castel93,31199/01706
2023-01-11 11:00:00,MX2,2023-01-11 15:00:00,PLINE200,"",4230132,TEMP_BONDER,ghosh40,98500/01852
2023-01-11 12:00:00,devinp,2023-01-11 14:30:00,PLINE300,"",4230856,NX3DM,nong52,36003/01224
2023-01-11 12:00:00,FIB,2023-01-11 13:00:00,PLINE300,"",4230960,HELIOS450,impagn97,42199/00160
2023-01-11 12:00:00,i,2023-01-11 18:00:00,PLINE300,"",4230082,H5000_2,doise23,31199/31247
2023-01-11 12:00:00,Inpria,2023-01-11 13:00:00,PLINE300,"",4229126,TR3300,giorda12,31199/31247
2023-01-11 12:00:00,Mazo Binaries w/ O3,2023-01-11 13:00:00,PLINE300,"",4230806,F5_SCD,pavel13,31499/01284
2023-01-11 12:00:00,measurement,2023-01-11 13:30:00,PLINE300,"",4230135,H6300,nafus,31199/02273
2023-01-11 12:00:00,meting,2023-01-11 22:00:00,PLINE300,"",4230891,EBEAM300,vandeney,31199/00653
2023-01-11 12:00:00,Recipe creation,2023-01-11 13:00:00,PLINE300,"",4230165,KLA2925,moet12,32299/00352
2023-01-11 12:00:00,Run Queeu Jeff recipe,2023-01-11 15:00:00,PLINE300,SN,4230181,EP5,schoof76,31199/01057
2023-01-11 12:00:00,SALELE,2023-01-11 14:00:00,PLINE300,"",4230136,H6300,blanco74,31199/01889
2023-01-11 12:00:00,scrjdp,2023-01-12 00:00:00,PLINE300,"",4229714,ARCHER700,vanderey,31199/31191
2023-01-11 12:00:00,Si,2023-01-11 13:30:00,PLINE300,"",4230549,JVX7300M,khazak83,30990/01658
2023-01-11 12:30:00,Logic/SRAM WP5 APC,2023-01-11 15:00:00,PLINE300,PM,4230055,EP5,schoof76,31199/01057
2023-01-11 12:30:00,sem nil,2023-01-11 14:00:00,PLINE300,"",4220292,NOVA200_2,willegem,97401/01743
2023-01-11 13:00:00,Inpria,2023-01-11 15:00:00,PLINE300,"",4229125,TR3300,wouter51,31199/31247
2023-01-11 13:00:00,light training,2023-01-11 13:30:00,PLINE300,"",4229422,KLA2925,peters25,31199/02273
2023-01-11 13:00:00,R,2023-01-11 14:00:00,PLINE300,"",4230140,HITACHI5000,hillen84,31199/01680
2023-01-11 13:00:00,test,2023-01-11 15:00:00,PLINE300,"",4229848,H6300_2,furuka28,31199/01514
2023-01-11 13:00:00,test Y10 probes,2023-01-11 15:00:00,PLINE300,"",4220346,MH300,talmel16,31499/02047
2023-01-11 13:00:00,Wafer thinning development,2023-01-11 17:00:00,PLINE300,LP3,4230762,DVPRIME_1,lai86,32299/00588
2023-01-11 13:00:00,Wafer thinning development,2023-01-11 17:00:00,PLINE300,PM_R1,4230763,DVPRIME_1,lai86,32299/00588
2023-01-11 13:00:00,x-section sem,2023-01-11 15:00:00,PLINE200,"",4229972,NOVA200,stokhof,30990/02249
2023-01-11 13:30:00,Direct bonding in Lvl5 6' chuck,2023-01-11 17:30:00,PLINE200,"",4229270,BONDER_200,segers56,97401/02110
2023-01-11 13:30:00,Light Traing,2023-01-11 15:00:00,PLINE300,"",4229423,KLA2925,peters25,31199/02273
2023-01-11 14:00:00,APC,2023-01-11 16:00:00,PLINE300,"",4229594,H6300,das89,31199/02287
2023-01-11 14:00:00,ATR,2023-01-11 16:00:00,PLINE300,"",4229920,FTIR_2,altins93,41604/01961
2023-01-11 14:00:00,cross section,2023-01-11 16:00:00,PLINE300,"",4230172,HELIOS450,carola29,42199/00160
2023-01-11 14:00:00,MHM,2023-01-11 14:30:00,PLINE300,LP1,4230792,LAM_E5_2,kampit73,31199/01680
2023-01-11 14:00:00,MHM,2023-01-11 14:30:00,PLINE300,PM1,4230793,LAM_E5_2,kampit73,31199/01680
2023-01-11 14:00:00,R,2023-01-11 16:00:00,PLINE300,"",4230125,HITACHI5000,hillen84,31199/01680
2023-01-11 14:00:00,Recipe creation,2023-01-11 15:30:00,PLINE200,"",4230779,CAMTEK,moet12,37004/01459
2023-01-11 14:00:00,sem,2023-01-11 15:00:00,PLINE300,"",4209267,SEMVISION,dvriendt,32299/00013
2023-01-11 14:00:00,sem nil,2023-01-11 15:30:00,PLINE300,"",4230175,NOVA200_2,willegem,97401/01743
2023-01-11 14:00:00,Sumitomo,2023-01-11 14:30:00,PLINE300,"",4229037,SC3400,oguma46,31199/30092
2023-01-11 14:00:00,Sumitomo,2023-01-11 14:30:00,PLINE300,"",4229038,TR3400,oguma46,31199/30092
2023-01-11 14:00:00,zero mark test,2023-01-11 15:30:00,PLINE300,"",4230083,SC1000,dhave,32099/01506
2023-01-11 14:00:00,zero mark test,2023-01-11 15:30:00,PLINE300,"",4230084,TR1000,dhave,32099/01506
2023-01-11 14:30:00,making samples,2023-01-11 15:00:00,PLINE300,"",4230940,SC3400,genjim61,98601/00962
2023-01-11 14:30:00,making samples,2023-01-11 15:00:00,PLINE300,"",4230941,TR3400,genjim61,98601/00962
2023-01-11 14:30:00,Standard 120 min UVO clean,2023-01-11 17:00:00,PLINE200,"",4230980,UVO,lefevr14,37004/01459
2023-01-11 15:00:00,APC,2023-01-11 15:30:00,PLINE300,SN,4230997,EP5,schelc12,31199/01057
2023-01-11 15:00:00,AT335454,2023-01-11 17:00:00,PLINE300,"",4230971,2830ZT,mandal97,31499/01284
2023-01-11 15:00:00,C1301 bonding,2023-01-11 18:00:00,PLINE200,"",4230913,TEMP_BONDER,jedidi64,31012/01084
2023-01-11 15:00:00,coat,2023-01-11 16:00:00,PLINE300,"",4228871,TR3300,kato15,31199/30117
2023-01-11 15:00:00,Inpria,2023-01-11 16:00:00,PLINE300,"",4230073,KLA2925,doise23,31199/31247
2023-01-11 15:00:00,Inspection,2023-01-11 17:00:00,PLINE300,"",4230970,SEMVISION,dusar,37037/02119
2023-01-11 15:00:00,mea,2023-01-11 19:00:00,PLINE300,"",4229637,H6300_2,xiang38,31199/02273
2023-01-11 15:00:00,Pline use,2023-01-11 16:00:00,PLINE300,"",4229737,SP3,verhoevj,36003/36503
2023-01-11 15:00:00,TEL,2023-01-11 17:00:00,PLINE300,"",4230119,SC3400,xiang38,31199/02273
2023-01-11 15:00:00,TEL,2023-01-11 17:00:00,PLINE300,"",4230120,TR3400,xiang38,31199/02273
2023-01-11 15:00:00,Wafer processing,2023-01-11 18:30:00,PLINE300,LP3,4230827,TEL_TACTRAS2,feurpr61,31199/02273
2023-01-11 15:00:00,Wafer processing,2023-01-11 18:30:00,PLINE300,PM6,4230828,TEL_TACTRAS2,feurpr61,31199/02273
2023-01-11 15:00:00,with Jelle,2023-01-11 18:00:00,PLINE300,"",4230784,PROVISION2E,beggia74,31199/00653
2023-01-11 15:30:00,APC,2023-01-11 18:00:00,PLINE300,SN,4230075,EP5,hasan30,31199/01876
2023-01-11 15:30:00,Dummy Oxide wafer etch,2023-01-11 16:30:00,PLINE300,LP1,4230126,LAM_E6,kundu94,31299/00881
2023-01-11 15:30:00,Dummy Oxide wafer etch,2023-01-11 16:30:00,PLINE300,PM1,4230127,LAM_E6,kundu94,31299/00881
2023-01-11 15:30:00,gate etch,2023-01-11 18:30:00,PLINE300,LP2,4230845,LAM_E5,dupuy21,31299/01904
2023-01-11 15:30:00,gate etch,2023-01-11 18:30:00,PLINE300,PM4,4230846,LAM_E5,dupuy21,31299/01904
2023-01-11 15:30:00,measurement,2023-01-11 17:00:00,PLINE300,"",4230085,SC2000,dhave,32099/01506
2023-01-11 15:30:00,sem nil,2023-01-11 17:00:00,PLINE200,"",4230180,NOVA200,willegem,97401/01743
2023-01-11 15:30:00,test,2023-01-11 16:00:00,PLINE300,LP1,4230808,VERSALIS,goossen,31299/31900
2023-01-11 15:30:00,test,2023-01-11 16:00:00,PLINE300,PM3,4230809,VERSALIS,goossen,31299/31900
2023-01-11 16:00:00,coat,2023-01-11 17:00:00,PLINE300,"",4228872,TR3300,kato15,31199/30117
2023-01-11 16:00:00,cross section,2023-01-11 20:00:00,PLINE300,"",4231111,HELIOS450,carola29,42199/00160
2023-01-11 16:00:00,i,2023-01-11 18:00:00,PLINE300,"",4229662,H6300,raymae79,98601/01062
2023-01-11 16:00:00,Inpria,2023-01-11 19:00:00,PLINE300,"",4230070,KLA2925,doise23,31199/31247
2023-01-11 16:00:00,TK10 processing,2023-01-11 18:30:00,PLINE300,CPC11,4231160,DNS_5,decost63,98601/01062
2023-01-11 16:00:00,TK10 processing,2023-01-11 18:30:00,PLINE300,LP3,4231161,DNS_5,decost63,98601/01062
2023-01-11 16:00:00,TK10 processing,2023-01-11 18:30:00,PLINE300,LP4,4231162,DNS_5,decost63,98601/01062
2023-01-11 16:00:00,TK10 processing,2023-01-11 18:30:00,PLINE300,MPC5,4231163,DNS_5,decost63,98601/01062
2023-01-11 16:00:00,Use,2023-01-11 19:00:00,PLINE300,"",4229691,HITACHI5000,gronhe29,31199/01920
2023-01-11 16:30:00,Acetate films,2023-01-11 19:00:00,PLINE300,"",4230829,FTIR_2,zapiai81,44999/01997
2023-01-11 16:30:00,devinp,2023-01-11 22:00:00,PLINE300,"",4229898,NX3DM,vbelle62,36003/01224
2023-01-11 17:00:00,APC,2023-01-11 18:00:00,PLINE300,"",4229494,SC3400,bekaert,31199/00979
2023-01-11 17:00:00,APC,2023-01-11 18:00:00,PLINE300,"",4229495,TR3400,bekaert,31199/00979
2023-01-11 17:00:00,coat,2023-01-11 17:30:00,PLINE300,BOTL,4230129,TRDUOS,kato15,31199/30117
2023-01-11 17:00:00,coat,2023-01-11 17:30:00,PLINE300,TOPL,4230130,TRDUOS,kato15,31199/30117
2023-01-11 17:00:00,JSR,2023-01-11 18:00:00,PLINE300,"",4230983,ALERIS,thomas96,31199/01513
2023-01-11 17:00:00,pellicle,2023-01-12 00:00:00,PLINE300,"",4229493,YS250,bekaert,31199/00979
