Begin,BillableDuration,Cluster,Description,End,Fab300_Duration,Fab300_User_id,Facility,id,IIO_Duration,IIO_User_id,Modules,Tool,TR_Cluster,WBS
2023-01-08 07:51:37,1.25,0,i,2023-01-08 09:12:23,1.346111111111111,redants,PLINE200,1225,1,redants,"",HRP220_CU,,44999/01817
2023-01-08 08:00:00,1,,devinp,2023-01-08 09:00:00,,"",PLINE300,1196,1,debacker,"",HITACHI5000,,31199/00653
2023-01-08 09:00:00,7,,rax,2023-01-08 16:00:00,,"",PLINE300,841,7,kim69,"",H6300_2,,31199/31147
2023-01-08 10:00:00,8,,DPC presentation,2023-01-08 18:00:00,,"",PLINE300,1092,8,koryto87,"",HELIOS_G5,,42199/00160
2023-01-08 10:00:00,8,,DPC presentation,2023-01-08 18:00:00,,"",PLINE300,2056,8,koryto87,"",TITAN,,42199/00160
2023-01-08 11:32:06,3.75,,"",2023-01-08 15:18:49,3.778611111111111,vrebos45,PLINE300,907,,"","",HELIOS1200,,39320/36502
2023-01-08 12:30:00,1.5,,Test,2023-01-08 14:00:00,,"",PLINE300,1202,1.5,le27,"",HITACHI5000,,31199/30079
2023-01-08 13:30:00,10.5,,private,2023-01-09 00:00:00,,"",PLINE300,699,10.5,fukumu91,"",H6300,,31199/02019
2023-01-08 14:00:00,1,,rax,2023-01-08 15:00:00,,"",PLINE300,2478,1,kim69,"",LithoCluster_1950,,31199/31147
2023-01-08 14:00:00,3,,devinp,2023-01-08 17:00:00,,"",PLINE300,1171,3,debacker,"",HITACHI5000,,31199/00653
2023-01-08 14:02:29,3,1,Test,2023-01-08 17:00:00,1.6916666666666667,furuka28,PLINE300,2405,2.5,furuka28,"",TR3300,,31199/01514
2023-01-08 15:59:07,2,,"",2023-01-08 17:58:09,1.9838888888888888,vrebos45,PLINE300,898,,"","",HELIOS1200,,39320/36502
2023-01-08 16:00:00,1,,Test,2023-01-08 17:00:00,,"",PLINE300,274,1,le27,PM,EDR7100,,31199/30079
2023-01-08 16:00:00,6,,sec,2023-01-08 22:00:00,,"",PLINE300,839,6,nonaka89,"",H6300_2,,31007/30076
2023-01-08 17:00:00,1,,rax,2023-01-08 18:00:00,,"",PLINE300,2479,1,kim69,"",LithoCluster_1950,,31199/31147
2023-01-08 17:00:00,10.5,,rax,2023-01-09 03:30:00,,"",PLINE300,604,10.5,kim69,"",H5000_2,,31199/31147
2023-01-08 18:00:00,1,0,JSR request,2023-01-08 19:00:00,0.4802777777777778,furuka28,PLINE300,2519,1,furuka28,"",LithoCluster_3400,,31199/01514
2023-01-08 18:30:00,5.5,,'-,2023-01-09 00:00:00,,"",PLINE300,2057,5.5,pauluss,"",TITAN,,42199/00160
2023-01-08 18:30:00,5.5,,'=,2023-01-09 00:00:00,,"",PLINE300,1091,5.5,pauluss,"",HELIOS_G5,,42199/00160
2023-01-08 18:54:12,5,,"",2023-01-08 23:51:50,4.960555555555556,derudd92,PLINE300,888,,"","",HELIOS1200,,39320/36502
2023-01-08 19:00:00,6,,Test,2023-01-09 01:00:00,,"",PLINE300,1132,6,furuka28,"",HITACHI5000,,31199/01514
2023-01-08 19:27:35,1.75,,"",2023-01-08 21:11:40,1.7347222222222223,derudd92,PLINE300,1800,,"","",SEMVISION,,39320/36502
2023-01-08 21:49:41,8.25,0,Ru CMP,2023-01-09 06:00:00,3.2569444444444446,raymaek,PLINE300,1670,8,raymaek,LP1;LP2;PM3;PM1,REFLEXION,,31299/01083
2023-01-08 22:00:00,2,,Zeon,2023-01-09 00:00:00,,"",PLINE300,832,2,akihid10,"",H6300_2,,31199/01693
2023-01-08 22:42:56,1.25,,"",2023-01-08 23:51:43,1.146388888888889,derudd92,PLINE300,1799,,"","",SEMVISION,,39320/36502
2023-01-09 00:00:00,1,,Test,2023-01-09 01:00:00,,"",PLINE300,2412,1,vleerb85,"",TR3300,,31199/30079
2023-01-09 00:00:00,3,,Zeon,2023-01-09 03:00:00,,"",PLINE300,784,3,akihid10,"",H6300_2,,31007/30121
2023-01-09 00:00:00,4.5,,AP3 work,2023-01-09 04:30:00,,"",PLINE300,698,4.5,fukumu91,"",H6300,,31199/02008
2023-01-09 03:00:00,1,,sec,2023-01-09 04:00:00,,"",PLINE300,837,1,nonaka89,"",H6300_2,,31007/30076
2023-01-09 03:26:05,2.25,,"",2023-01-09 05:41:46,2.261388888888889,derudd92,PLINE300,2170,,"","",VERIOS,,39320/36502
2023-01-09 04:00:00,3,,Test,2023-01-09 07:00:00,,"",PLINE300,779,3,furuka28,"",H6300_2,,31199/01514
2023-01-09 06:38:26,3.25,,"",2023-01-09 09:55:46,3.2888888888888888,sainch77,PLINE300,883,,"","",HELIOS1200,,39320/36502
2023-01-09 07:00:00,1,,coat,2023-01-09 08:00:00,,"",PLINE300,2507,1,vdbroecn,"",LithoCluster_2000,,31199/31811
2023-01-09 07:00:00,4,0,Cycle time measurements,2023-01-09 11:00:00,2.6191666666666666,gomezg80,PLINE300,454,4,gomezg80,LP1;PM1,EXTREME_2,,39424/01225
2023-01-09 07:30:00,4.5,0,Devinps,2023-01-09 11:57:53,4.348333333333334,janard53,PLINE300,171,3,janard53,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,,32299/01084
2023-01-09 08:00:00,0,,0.5% HF etch test,2023-01-09 09:00:00,,"",PLINE300,218,1,rahmat49,LP2;SM2,DNS_4,,30990/32063
2023-01-09 08:00:00,2,,DSA,2023-01-09 10:00:00,,"",PLINE300,830,2,verstr99,"",H6300_2,,31199/00650
2023-01-09 08:00:00,2,0,Training,2023-01-09 10:00:00,1.5886111111111112,mander15,PLINE300,1584,2,mander15,"",NOVA200_2,,39320/36502
2023-01-09 08:00:00,4,,SEM;sem,2023-01-09 12:00:00,,"",PLINE300,1782,4,cochet;beirnaer,"",SEMVISION,,32299/00013
2023-01-09 08:00:00,6,,200kV,2023-01-09 14:00:00,,"",PLINE300,2061,6,richardo,"",TITAN,,42199/00160
2023-01-09 08:30:00,0,,NXE monitor,2023-01-09 09:30:00,,"",PLINE300,1197,1,sterckxg,"",HITACHI5000,,31199/31811
2023-01-09 08:30:00,1.5,,Inspection D04,2023-01-09 10:00:00,,"",PLINE300,1922,1.5,stiersj,"",SU8000,,38199/01490
2023-01-09 08:51:03,1.25,2,Test,2023-01-09 10:00:00,1.0552777777777778,cloost23,PLINE300,2444,1,cloost23,"",LithoCluster_1000,,31199/30079
2023-01-09 08:51:28,2.25,2,Test,2023-01-09 11:00:00,1.0208333333333333,cloost23,PLINE300,2550,2,cloost23,"",LithoCluster_3400,,31199/30079
2023-01-09 09:00:00,0,,queue check;APC,2023-01-09 18:00:00,,"",PLINE300,391,9,schoof76;schelc12,SN,EP5,,31199/01057
2023-01-09 09:00:00,0,,ZETA KLA SAT measurements,2023-01-09 18:00:00,,"",PLINE300,2324,9,tuncaa41,"",ZETA,,36003/02120
2023-01-09 09:00:00,1,,coat,2023-01-09 10:00:00,,"",PLINE300,2131,1,mingar54,"",TRPROAP,,32099/01821
2023-01-09 09:00:00,1.25,0,Tool defect partitioning,2023-01-09 10:07:41,0.3233333333333333,thukka30,PLINE300,1880,1,thukka30,"",SP3,,30990/32063
2023-01-09 09:00:00,2,,expinp,2023-01-09 11:00:00,,"",PLINE300,1616,2,nong52,"",NX3DM,,36003/01224
2023-01-09 09:00:00,6.5,0,IP measurements,2023-01-09 15:33:57,5.3133333333333335,jansse23,PLINE200,430,6.5,jansse23,"",EV11,,31499/00432
2023-01-09 09:00:00,7,,process the wafer,2023-01-09 16:00:00,,"",PLINE200,26,7,schoofs,"",300MM_DICER,,31012/01506
2023-01-09 09:00:00,8,0,hybrid bonding CMP,2023-01-09 17:00:00,4.365833333333334,dewild34,PLINE300,1688,8,dewild34,LP1;LP2;H1;H2;H3;H4,REFLEXION_2,,31399/31519
2023-01-09 09:00:00,9,0,AE212330/1,2023-01-09 18:00:00,7.567222222222222,devul,PLINE300,357,9,devul,LP1;LP2;CH2_MC;CH3;CHE,ENDURA_5,,31499/02251
2023-01-09 09:30:00,0,,Sigma2 STI CLC recipe creation,2023-01-09 17:30:00,,"",PLINE300,540,8,sugawa19,LP1;LP2;PM_C;PM_D;NOVA;CL1B;CL2B;CL3B;CL4B,F_REX300X_2,,31399/01183
2023-01-09 09:30:00,1.5,,Binaries w/ O3,2023-01-09 11:00:00,,"",PLINE300,8,1.5,pavel13,"",2830ZT,,31499/01284
2023-01-09 09:30:00,1.5,,Dev,2023-01-09 11:00:00,,"",PLINE300,696,1.5,thiam14,"",H6300,,98600/00962
2023-01-09 09:30:00,1.5,0,new etch recipe test run,2023-01-09 11:02:13,1.4652777777777777,taozheng,PLINE300,1363,1,taozheng,LP3;PM3,LAM_E5,,38199/01951
2023-01-09 09:30:00,1.5,0,recipe creation,2023-01-09 11:00:00,0.014444444444444444,moet12,PLINE300,1337,1.5,moet12,"",KLA2925,,32102/01048
2023-01-09 09:30:00,2.5,,i,2023-01-09 12:00:00,,"",PLINE200,1546,2.5,redants,"",NOVA200,,98300/00854
2023-01-09 09:30:00,7.5,,TiN SPC,2023-01-09 17:00:00,,"",PLINE300,2259,7.5,liang13,LP2;PM2,XP4_2,,30990/32063
2023-01-09 09:58:10,0.75,0,Bake only,2023-01-09 10:35:55,0.6291666666666667,huang72,PLINE300,1378,0.5,huang72,LP2;PM2,LAM_E5_2,,31199/01617
2023-01-09 09:59:31,2,6,i,2023-01-09 12:00:00,1.8975,iraci88,PLINE300,926,2,iraci88,"",HELIOS1200,,37092/02172
2023-01-09 10:00:00,1,,Binaries w/ O3,2023-01-09 11:00:00,,"",PLINE300,482,1,pavel13,"",F5_SCD,,31499/01284
2023-01-09 10:00:00,1.5,,exposure,2023-01-09 11:30:00,,"",PLINE200,99,1.5,mingar54,"",AP300,,32099/01821
2023-01-09 10:00:00,2,,queue,2023-01-09 12:00:00,,"",PLINE300,2512,2,wongp,"",LithoCluster_2000,,31199/00653
2023-01-09 10:00:00,2,,SPC200MM,2023-01-09 12:00:00,,"",PLINE200,2028,2,ameghn57,"",TEMP_BONDER,,36671/01224
2023-01-09 10:00:00,2.25,1,Ma-N development,2023-01-09 12:12:23,1.3597222222222223,leruth67,PLINE300,1572,1,leruth67,"",NOVA200_2,,44999/01997
2023-01-09 10:00:00,3,,Aberr,2023-01-09 13:00:00,,"",PLINE300,775,3,vlookl,"",H6300_2,,31199/01877
2023-01-09 10:00:00,5,,TOK bonding,2023-01-09 15:00:00,,"",PLINE200,153,5,thomas82,"",BONDER_200,,44042/49500
2023-01-09 10:00:00,24,,use,2023-01-10 10:00:00,,"",PLINE300,117,24,gronhe29,"",ARCHER700,,31199/01920
2023-01-09 10:30:00,4.5,,INPRIA,2023-01-09 15:00:00,,"",PLINE300,2415,4.5,wouter51;giorda12,"",TR3300,,31199/31247
2023-01-09 10:30:00,4.5,0,SICN process development,2023-01-09 15:00:00,2.7930555555555556,channa40,PLINE300,2224,4.5,channa40,LP1;PM1,VERSALIS,,31499/01838
2023-01-09 10:30:00,7,,Tool maintenance,2023-01-09 17:30:00,,"",PLINE300,2266,7,honnib65,LP1;LP2;LP3;PM2;PM2;PM1,XP4_4,,30990/32063
2023-01-09 10:47:02,2.75,,"",2023-01-09 13:30:21,2.7219444444444445,zeleni15,PLINE300,1483,,"","",METRIOS,,39320/36502
2023-01-09 11:00:00,0.5,,SPC,2023-01-09 11:30:00,,"",PLINE300,1276,0.5,pena,"",JVX7300M,,98601/01847
2023-01-09 11:00:00,1.5,,Dev,2023-01-09 12:30:00,,"",PLINE300,2132,1.5,mingar54,"",TRPROAP,,32099/01821
2023-01-09 11:00:00,1.5,2,full wafer etch,2023-01-09 12:30:21,1.3766666666666667,paolil45,PLINE300,2011,1.5,paolil45,LP1;PM6,TEL_TACTRAS3,,31199/01988
2023-01-09 11:00:00,2,,Light Training,2023-01-09 13:00:00,,"",PLINE300,1304,2,johnsu91,"",KLA2925,,31199/02273
2023-01-09 11:00:00,3,,Zeon,2023-01-09 14:00:00,,"",PLINE300,666,3,akihid10,"",H6300,,31007/30121
2023-01-09 11:30:00,2,0,Devinps,2023-01-09 13:30:00,1.2980555555555555,janard53,PLINE200,1286,2,janard53,"",KLA2351,,37004/01945
2023-01-09 12:00:00,0.5,,"ILD only, 200mm TF coupons",2023-01-09 12:30:00,,"",PLINE200,1462,0.5,ghosh40,"",LASERDEBOND,,98500/01852
2023-01-09 12:20:14,1.5,,"",2023-01-09 13:53:35,1.5558333333333334,rutkow29,PLINE300,880,,"","",HELIOS1200,,39320/36502
2023-01-09 12:30:00,0.5,,check files,2023-01-09 13:00:00,,"",PLINE300,2307,0.5,truffert,"",YS375,,31199/01570
2023-01-09 13:00:00,2,,LAM,2023-01-09 15:00:00,,"",PLINE300,827,2,haider15,"",H6300_2,,31199/01617
2023-01-09 13:00:00,2,,measure,2023-01-09 15:00:00,,"",PLINE300,1221,2,wang24,"",HITACHI9380,,31199/01889
2023-01-09 13:00:00,2.5,,inspectie,2023-01-09 15:30:00,,"",PLINE200,1545,2.5,dusar,"",NOVA200,,98300/00854
2023-01-09 13:00:00,4.5,,EBSD-meting Myriam Van De Peer,2023-01-09 17:30:00,,"",PLINE200,2233,4.5,jmesse,"",XL30_CF,,32099/01506
2023-01-09 13:30:00,4.5,0,X-section SEM,2023-01-09 18:02:04,4.1322222222222225,stokhof,PLINE300,1583,1.5,stokhof,"",NOVA200_2,,30990/02249
2023-01-09 14:00:00,1,,i,2023-01-09 15:00:00,,"",PLINE300,1859,1,maes72,"",SEMVISION,,43001/43193
2023-01-09 14:00:00,1.5,,Process development ZMO,2023-01-09 15:30:00,,"",PLINE300,2,1.5,chauha79,"",2830ZT,,30990/32063
2023-01-09 14:00:00,3.5,,200 mm tapeframe,2023-01-09 17:30:00,,"",PLINE200,1463,3.5,coulso66,"",LASERDEBOND,,44286/44542
2023-01-09 14:18:53,1,,"",2023-01-09 15:20:30,1.0269444444444444,michal78,PLINE300,2169,,"","",VERIOS,,39320/36502
2023-01-09 14:30:00,0.5,,update monitor recipe,2023-01-09 15:00:00,,"",PLINE300,405,0.5,schoof76,PM,EP5,,31199/00653
2023-01-09 15:00:00,2,,APC,2023-01-09 17:00:00,,"",PLINE300,826,2,das89,"",H6300_2,,31199/02287
2023-01-09 15:00:00,2,,DSA,2023-01-09 17:00:00,,"",PLINE300,714,2,vanbel53,"",H6300,,31199/00650
2023-01-09 15:30:00,1.5,0,coupons,2023-01-09 17:00:00,0.9702777777777778,renaud15,PLINE300,1417,1.5,renaud15,LP1;PM1,LAM_E6,,31299/01861
2023-01-09 15:30:00,3.25,0,Etch process,2023-01-09 18:40:21,3.02,feurpr61,PLINE300,2013,3,dauend87,LP1;LP2;PM6,TEL_TACTRAS3,,98601/00962
2023-01-09 15:51:12,2.75,,"",2023-01-09 18:33:17,2.701388888888889,michal78,PLINE300,2167,,"","",VERIOS,,39320/36502
2023-01-09 15:54:31,2,0,mea,2023-01-09 18:00:00,1.9544444444444444,xiang38,PLINE300,2516,2,xiang38,"",LithoCluster_3400,,31199/02273
2023-01-09 16:00:00,1.5,,IMEC clean processing,2023-01-09 17:30:00,,"",PLINE300,205,1.5,chang92,LP1;WM4,DNS_2,,30990/32063
2023-01-09 16:00:00,2,,Processing lot,2023-01-09 18:00:00,,"",PLINE200,188,2,perrem78,"",CS4800,,31199/01513
2023-01-09 16:00:00,2,,TEL,2023-01-09 18:00:00,,"",PLINE300,1308,2,nafus,"",KLA2925,,31199/31021
2023-01-09 16:00:00,2,1,cross section,2023-01-09 18:00:00,1.4252777777777779,carola29,PLINE300,1081,2,carola29,"",HELIOS460,,42199/00160
2023-01-09 16:47:24,16.5,1,Tb PtMn,2023-01-10 09:14:58,16.459444444444443,talmel16,PLINE200,424,16,chen66,"",EV11,,31499/02180
2023-01-09 16:49:47,1.25,2,Test,2023-01-09 18:00:00,0.3263888888888889,furuka28,PLINE300,2406,1,furuka28,"",TR3300,,31199/01514
2023-01-09 17:00:00,1,,Characterisation,2023-01-09 18:00:00,,"",PLINE200,1528,1,pahlav81,"",NOVA200,,97406/01185
2023-01-09 17:00:00,2,,proc dev,2023-01-09 19:00:00,,"",PLINE300,823,2,ramane56,"",H6300_2,,31199/02273
2023-01-09 17:00:00,2,,Wafer processing,2023-01-09 19:00:00,,"",PLINE300,1990,2,feurpr61,PM6;LP3,TEL_TACTRAS2,,31199/02273
2023-01-09 17:00:00,4,1,TROM development,2023-01-09 21:00:00,3.256111111111111,vgompel,PLINE300,1646,4,vgompel,LP1;CHA;CHB,PRODUCER_2,,98300/14175
2023-01-09 17:00:00,14,,pilot,2023-01-10 07:00:00,,"",PLINE300,697,14,wei62,"",H6300,,31199/00653
2023-01-09 17:30:00,1,,use,2023-01-09 18:30:00,,"",PLINE300,591,1,debruy71,"",H5000_2,,98601/01062
2023-01-09 18:00:00,0.5,,Measurement,2023-01-09 18:30:00,,"",PLINE300,1890,0.5,sebai,"",SP3,,32399/30027
2023-01-09 18:00:00,2,1,Test,2023-01-09 20:00:00,0.6930555555555555,furuka28,PLINE300,2554,2,furuka28,"",LithoCluster_3400,,31199/01514
2023-01-09 18:00:00,3,,200,2023-01-09 21:00:00,,"",PLINE300,2052,3,carola29,"",TITAN,,42199/00160
2023-01-09 18:30:00,0.5,,Test,2023-01-09 19:00:00,,"",PLINE300,615,0.5,furuka28,"",H5000_2,,31199/01514
2023-01-09 18:30:00,1,0,Wafer processing,2023-01-09 19:35:40,0.9166666666666666,feurpr61,PLINE300,2009,1,feurpr61,PM6;LP3,TEL_TACTRAS3,,31199/02273
2023-01-09 18:30:00,1.5,4,i,2023-01-09 20:00:00,0.9858333333333333,engelen,PLINE300,1840,1.5,engelen,"",SEMVISION,,43001/43193
2023-01-09 20:00:00,1,,Test,2023-01-09 21:00:00,,"",PLINE300,2649,1,furuka28,"",LithoCluster_3400,,31199/31247
2023-01-09 20:24:08,1.5,,"",2023-01-09 21:54:16,1.5022222222222221,konecn85,PLINE300,2181,,"","",VERIOS,,31029/01811
2023-01-09 21:00:00,12,,MAZO Binaries w/ O3,2023-01-10 09:00:00,,"",PLINE300,2265,12,pavel13,LP1;PM1,XP4_4,,31499/01284
2023-01-09 22:22:01,2.5,,"",2023-01-10 00:52:18,2.504722222222222,sterke41,PLINE300,879,,"","",HELIOS1200,,39320/36502
2023-01-09 23:12:02,6.5,,"",2023-01-10 05:41:40,6.493888888888889,claeseng,PLINE300,2183,,"","",VERIOS,,98300/01969
2023-01-10 01:51:16,3.75,,"",2023-01-10 05:42:42,3.857222222222222,dutrow20,PLINE300,875,,"","",HELIOS1200,,39320/36502
2023-01-10 06:00:00,2,,i,2023-01-10 08:00:00,,"",PLINE300,1954,2,redants,"",SU8000,,37037/02213
2023-01-10 06:26:05,3,,"",2023-01-10 09:20:55,2.9138888888888888,sainch77,PLINE300,874,,"","",HELIOS1200,,39320/36502
2023-01-10 07:00:00,1,,expose,2023-01-10 08:00:00,,"",PLINE300,2506,1,vdbroecn,"",LithoCluster_2000,,31199/31811
2023-01-10 07:00:00,1.5,,DFR,2023-01-10 08:30:00,,"",PLINE200,98,1.5,eswara57,"",AP300,,37037/01949
2023-01-10 07:00:00,2,,use,2023-01-10 09:00:00,,"",PLINE300,716,2,zidan45,"",H6300,,31199/01988
2023-01-10 07:00:00,5,,tem prep,2023-01-10 12:00:00,,"",PLINE300,1090,5,han27,"",HELIOS_G5,,42199/00160
2023-01-10 08:00:00,1,,DFR,2023-01-10 09:00:00,,"",PLINE200,38,1,eswara57,"",ACT12_MTM,,37037/01949
2023-01-10 08:00:00,1,,Glass wfr,2023-01-10 09:00:00,,"",PLINE300,165,1,cochet,LP1;LP2;PM4;LP3;PM2;PM3;PM1,CIRCL,,32299/00013
2023-01-10 08:00:00,1,,use,2023-01-10 09:00:00,,"",PLINE300,844,1,debruy71,"",H6300_2,,38199/37862
2023-01-10 08:00:00,3,,P224453,2023-01-10 11:00:00,,"",PLINE200,242,3,vancauw,LP2;PM3,DOM_FEOL,,98300/01535
2023-01-10 08:00:00,3.5,,P224453,2023-01-10 11:30:00,,"",PLINE200,1456,3.5,vancauw,LLL;PM3;PM4,LAM_POLY,,98300/01535
2023-01-10 08:00:00,4,,SEM,2023-01-10 12:00:00,,"",PLINE300,1781,4,beirnaer,"",SEMVISION,,32299/00013
2023-01-10 08:00:00,8,,process the wafer,2023-01-10 16:00:00,,"",PLINE200,24,8,schoofs,"",300MM_DICER,,31012/01506
2023-01-10 08:00:00,12,,SUSS on-site,2023-01-10 20:00:00,,"",PLINE300,1250,12,kennes63,"",HYBRID_BONDER,,36671/01900
2023-01-10 08:17:44,0.25,,"",2023-01-10 08:37:12,0.3244444444444444,raymae79,PLINE300,858,,"","",H6300_2,,98601/01062
2023-01-10 08:30:00,2,0,Inspection D04,2023-01-10 10:27:57,1.7516666666666667,stiersj,PLINE300,1941,1.5,stiersj,"",SU8000,,38199/01490
2023-01-10 09:00:00,0,,Development Ni at 420oC,2023-01-10 11:00:00,,"",PLINE300,344,2,soulie26,LP1;CH1_MC;CHE,ENDURA_5,,31399/00640
2023-01-10 09:00:00,0,,SN session,2023-01-10 12:00:00,,"",PLINE300,381,3,hsia24,SN,EP5,,31199/01057
2023-01-10 09:00:00,1,,making samples,2023-01-10 10:00:00,,"",PLINE300,2438,1,genjim61,"",TR3400,,98601/00962
2023-01-10 09:00:00,1,,pline use,2023-01-10 10:00:00,,"",PLINE300,1889,1,verhoevj,"",SP3,,36003/36503
2023-01-10 09:00:00,1.5,,MAZO Binaries w/ O3,2023-01-10 10:30:00,,"",PLINE300,1,1.5,pavel13,"",2830ZT,,31499/01284
2023-01-10 09:00:00,2,,for Intel,2023-01-10 11:00:00,,"",PLINE300,719,2,guzman11,"",H6300,,31199/00849
2023-01-10 09:00:00,2,,recipe,2023-01-10 11:00:00,,"",PLINE300,1314,2,schollw,"",KLA2925,,31199/01513
2023-01-10 09:00:00,4,,mea,2023-01-10 13:00:00,,"",PLINE300,833,4,xiang38,"",H6300_2,,31199/02273
2023-01-10 09:00:00,6,,Bottle change Si2H6,2023-01-10 15:00:00,,"",PLINE300,159,6,dubois41,LP1;CHB,CENTURA_EPI,,39421/36503
2023-01-10 09:00:00,6,,Bottle change Si2H6,2023-01-10 15:00:00,,"",PLINE300,1257,6,roekens,LP1;PM4;PM3,INTREPID,,39421/36503
2023-01-10 09:00:00,6,,Bottle change Si2H6,2023-01-10 15:00:00,,"",PLINE300,1260,6,roekens,LP1;PM4;PM2;PM3,INTREPID_2,,39421/36503
2023-01-10 09:00:00,6,,Bottle swap 10%H2S/He (E27B),2023-01-10 15:00:00,,"",PLINE300,160,6,roekens,LP1;EPI,CENTURA_IIIV,,39421/36503
2023-01-10 09:01:48,7,0,lot;200SPC LF2,2023-01-10 16:05:33,6.108055555555556,han41;ameghn57,PLINE200,2034,4,han41;ameghn57,"",TEMP_BONDER,,36671/01224
2023-01-10 09:20:52,4.25,0,Training,2023-01-10 13:33:18,4.207222222222223,han41,PLINE200,520,2.5,han41,"",FUSIONBONDER,,36671/01224
2023-01-10 09:23:08,7,0,script recipes,2023-01-10 16:16:22,6.887222222222222,popovici,PLINE300,2246,2.5,popovici,LP2;PM1,XP4_2,,38199/00561
2023-01-10 09:30:00,0,,Sigma2 STI CLC recipe creation,2023-01-10 17:30:00,,"",PLINE300,541,8,sugawa19,LP1;LP2;PM_C;PM_D;NOVA;CL1B;CL2B;CL3B;CL4B,F_REX300X_2,,31399/01183
2023-01-10 09:30:00,1.5,,Test,2023-01-10 11:00:00,,"",PLINE200,1530,1.5,vranckee,"",NOVA200,,98300/01618
2023-01-10 09:30:00,2,,AG test,2023-01-10 11:30:00,,"",PLINE300,432,2,martel37,LP1;PM3,EXCEL_1,,37013/01883
2023-01-10 09:30:00,2.5,,Az process,2023-01-10 12:00:00,,"",PLINE200,45,2.5,eswara57,"",ACT12_MTM,,36056/36503
2023-01-10 09:50:32,2.25,7,i,2023-01-10 12:00:00,2.0433333333333334,vrancken,PLINE300,937,2,vrancken,"",HELIOS1200,,37092/02172
2023-01-10 10:00:00,0,,KLA ZETA SAT measurements,2023-01-10 18:00:00,,"",PLINE300,2325,8,tuncaa41,"",ZETA,,36003/02120
2023-01-10 10:00:00,0.5,,xrd test,2023-01-10 10:30:00,,"",PLINE300,1273,0.5,pena,"",JVX7300M,,98601/01847
2023-01-10 10:00:00,1,,MAZO Binaries w/ O3,2023-01-10 11:00:00,,"",PLINE300,477,1,pavel13,"",F5_SCD,,31499/01284
2023-01-10 10:00:00,1,,STO,2023-01-10 11:00:00,,"",PLINE300,512,1,barysh74,"",FTIR_2,,98300/02072
2023-01-10 10:00:00,2,,Az repl,2023-01-10 12:00:00,,"",PLINE200,108,2,eswara57,"",AP300,,36056/36503
2023-01-10 10:00:00,2,,coupon etching,2023-01-10 12:00:00,,"",PLINE300,1999,2,paolil45,LP1;PM6,TEL_TACTRAS3,,31199/01988
2023-01-10 10:00:00,2,,Measurement,2023-01-10 12:00:00,,"",PLINE200,2230,2,salaho63,"",WYCO,,43699/01505
2023-01-10 10:00:00,2,,NIL proces Mich,2023-01-10 12:00:00,,"",PLINE300,1432,2,goossen,LP1;PM4;PM5,LAM_E6,,31299/31900
2023-01-10 10:00:00,2,,wp3,2023-01-10 12:00:00,,"",PLINE300,263,2,vdheuvel,PM,EDR7100,,31199/01886
2023-01-10 10:00:00,4,0,SICN dep for bonding tests,2023-01-10 14:00:00,1.7413888888888889,channa40,PLINE300,437,4,channa40,LP1;PM2,EXCEL_2,,37093/02178
2023-01-10 10:00:00,6,,SiGe SPC Development,2023-01-10 16:00:00,,"",PLINE300,1980,6,muraki29,LP2;PM5;PM6;PM2,TEL_LEAGA,,32005/01675
2023-01-10 10:00:00,7,,Ms IP measurements,2023-01-10 17:00:00,,"",PLINE200,426,7,jansse23,"",EV11,,31499/00432
2023-01-10 10:00:00,9,0,TEM;cross section,2023-01-10 19:02:04,3.7111111111111112,carola29,PLINE300,2048,9,impagn97;carola29,"",TITAN,,42199/00160
2023-01-10 10:58:06,0.5,,"",2023-01-10 11:22:43,0.4102777777777778,vais,PLINE300,1574,,"","",NOVA200_2,,97700/01345
2023-01-10 11:00:00,0.5,,H2 plasma clean,2023-01-10 11:30:00,,"",PLINE300,1389,0.5,goossen,LP1;PM2,LAM_E5_2,,31299/31900
2023-01-10 11:00:00,0.5,,MHM,2023-01-10 11:30:00,,"",PLINE300,1390,0.5,kampit73,LP2;PM1,LAM_E5_2,,31199/01680
2023-01-10 11:00:00,1,,WP5,2023-01-10 12:00:00,,"",PLINE300,403,1,schoof76,PM,EP5,,31199/01057
2023-01-10 11:00:00,2,,PWEC3,2023-01-10 13:00:00,,"",PLINE300,1316,2,sah32,"",KLA2925,,31199/01920
2023-01-10 11:00:00,3,,Zeon,2023-01-10 14:00:00,,"",PLINE300,663,3,yeh39,"",H6300,,31007/30121
2023-01-10 11:00:00,7,,Test,2023-01-10 18:00:00,,"",PLINE300,2311,7,truffert,"",YS375,,31199/01570
2023-01-10 11:00:00,11.25,1,IGZO spinel development,2023-01-10 22:12:29,7.023611111111111,dekkers,PLINE300,347,11,dekkers,LP1;CH4_MC;CHE,ENDURA_5,,31499/01284
2023-01-10 11:13:16,3.25,,"",2023-01-10 14:24:19,3.1841666666666666,soulie26,PLINE300,351,,"","",ENDURA_5,,31399/00640
2023-01-10 12:00:00,1,,Recreating recorder crash,2023-01-10 13:00:00,,"",PLINE300,370,1,schoof76,SN,EP5,,31199/00653
2023-01-10 12:00:00,1,,Test,2023-01-10 13:00:00,,"",PLINE300,484,1,truffert,"",F5_SCD,,31199/01570
2023-01-10 12:00:00,1,0,Measurement,2023-01-10 13:00:00,0.2761111111111111,sebai,PLINE300,1878,1,sebai,"",SP3,,32399/30027
