Begin,Description,End,FACILITY,IIO_Res_id,Modules,Tool,User_id,WBS
2023-01-23 09:00:00,Meas,2023-01-23 09:30:00,PLINE300,1217,"",H6300_2,chowri97,31199/01988
2023-01-23 08:00:00,Ru etch,2023-01-23 10:00:00,PLINE300,1954,LP1;PM5;PM1,LAM_E6,kundu94,38199/01907
2023-01-23 09:00:00,making samples,2023-01-23 10:00:00,PLINE300,1440,"",TR3400,genjim61,31199/02273
2023-01-23 09:00:00,P230047,2023-01-23 10:00:00,PLINE200,1757,"",ASM1100,moelants,44999/49500
2023-01-23 09:30:00,Zeon,2023-01-23 10:00:00,PLINE300,1172,"",H6300_2,akihid10,31007/30121
2023-01-23 08:30:00,test,2023-01-23 10:30:00,PLINE300,110,"",TR3300,dilien72,31199/30079
2023-01-23 07:00:00,PR22.0284 handling tests,2023-01-23 11:00:00,PLINE200,1867,LP1;LP2,ELECTRA_CU,bangel19,39422/01224
2023-01-23 08:00:00,test,2023-01-23 11:00:00,PLINE300,188,"",H6300,roy82,31199/01918
2023-01-23 09:00:00,AL225332 D05 D10,2023-01-23 11:00:00,PLINE300,176,"",KLA2925,beggia74,31199/00653
2023-01-23 09:00:00,collective die grinding,2023-01-23 11:00:00,PLINE200,1841,"",GRINDER,cuypers,32299/02107
2023-01-23 09:30:00,h,2023-01-23 11:00:00,PLINE300,445,"",GS1000,kondo25,31199/01179
2023-01-23 09:30:00,Listen2Future PUF inspection,2023-01-23 11:00:00,PLINE300,217,"",NOVA200_2,leruth67,97401/00942
2023-01-23 10:00:00,APC wafers,2023-01-23 11:00:00,PLINE300,1210,"",H6300_2,scharn75,31199/01877
2023-01-23 10:00:00,check,2023-01-23 11:00:00,PLINE300,689,"",PROVISION2E,stiersk,38199/01951
2023-01-23 10:00:00,sem,2023-01-23 11:00:00,PLINE300,920,"",SEMVISION,beirnaer,32299/00013
2023-01-23 10:00:00,test,2023-01-23 11:00:00,PLINE300,53,"",SC3400,dilien72,31199/30079
2023-01-23 10:00:00,test,2023-01-23 11:00:00,PLINE300,67,"",TR3400,dilien72,31199/30079
2023-01-23 10:30:00,Rework 1 wafer PRIO lot,2023-01-23 11:00:00,PLINE300,2071,LP1;PM6,LAM_E6,franch16,37023/01820
2023-01-23 11:00:00,DSA,2023-01-23 11:30:00,PLINE300,1553,"",H6300,kampit73,31199/01680
2023-01-23 09:00:00,Surface investigation,2023-01-23 12:00:00,PLINE300,770,"",FTIR_2,yamaha91,31499/01907
2023-01-23 10:00:00,CM testing onefab,2023-01-23 12:00:00,PLINE300,2138,LP1;LP2;PM6;LP3;PM1,TEL_TACTRAS3,feyena,36004/01221
2023-01-23 10:00:00,i,2023-01-23 12:00:00,PLINE300,246,"",HELIOS1200,iraci88,37092/02172
2023-01-23 10:00:00,test mich,2023-01-23 12:00:00,PLINE300,2232,LP2;PM4;PM5,LAM_E6,goossen,31299/31900
2023-01-23 10:30:00,Inpria,2023-01-23 12:00:00,PLINE300,858,"",TR3300,wouter51,31199/31247
2023-01-23 11:00:00,check,2023-01-23 12:00:00,PLINE300,2481,PM,EDR7100,stiersk,38199/01951
2023-01-23 11:00:00,P230047,2023-01-23 12:00:00,PLINE200,1769,"",CS4800,moelants,44999/49500
2023-01-23 11:00:00,Pline use,2023-01-23 12:00:00,PLINE300,981,"",SEMVISION,michal78,39320/36502
2023-01-23 11:00:00,sec,2023-01-23 12:00:00,PLINE300,779,"",KLA2925,nonaka89,31007/30076
2023-01-23 11:30:00,Zeon,2023-01-23 12:00:00,PLINE300,1498,"",H6300,akihid10,31007/30121
2023-01-23 09:00:00,R,2023-01-23 12:30:00,PLINE300,1053,"",HITACHI5000,hillen84,31199/01680
2023-01-23 12:00:00,Zeon,2023-01-23 12:30:00,PLINE300,1580,"",H6300,akihid10,31199/01693
2023-01-23 11:00:00,AE216026 Measurement,2023-01-23 13:00:00,PLINE300,335,"",2830ZT,annama94,32005/01084
2023-01-23 11:00:00,Etch,2023-01-23 13:00:00,PLINE300,1955,LP1;PM1,LAM_E6,camerott,38199/01907
2023-01-23 11:00:00,SIGMA3 MODEL,2023-01-23 13:00:00,PLINE300,1173,"",H6300_2,baerts,38199/01132
2023-01-23 12:00:00,full wafer etch,2023-01-23 13:00:00,PLINE300,2021,LP1;PM6,TEL_TACTRAS3,paolil45,31199/01988
2023-01-23 12:00:00,Si surface inspection,2023-01-23 13:00:00,PLINE300,350,"",SP5,knaepen,30990/02249
2023-01-23 10:00:00,SICN ON CUPONS,2023-01-23 13:30:00,PLINE300,2226,LP2;PM1,VERSALIS,channa40,31499/01838
2023-01-23 12:30:00,m,2023-01-23 13:30:00,PLINE300,2384,BOTL,TRDUOS,vdries51,31199/01413
2023-01-23 08:00:00,om/2th;III-V,2023-01-23 14:00:00,PLINE200,1671,"",HRXRD,ymols;alcott43,32414/01368
2023-01-23 12:30:00,measure,2023-01-23 14:00:00,PLINE300,1514,"",H6300,paolil45,31199/01988
2023-01-23 12:30:00,NXE monitor,2023-01-23 14:00:00,PLINE300,1033,"",HITACHI5000,sterckxg,31199/31811
2023-01-23 12:30:00,tdc,2023-01-23 14:00:00,PLINE300,2292,SN,EP5,kissoo12,31199/01755
2023-01-23 12:30:00,Training Qi Wu,2023-01-23 14:00:00,PLINE200,1617,"",NOVA200,ripj,32005/01299
2023-01-23 13:30:00,pre measurements,2023-01-23 14:00:00,PLINE200,1677,"",SP1_DLS,knaepen,30990/02249
2023-01-23 09:30:00,Cleaning performance check,2023-01-23 14:30:00,PLINE300,2105,LP1;LP2;PM_C;PM_D;NOVA;CL1A;CL1B;CL2A;CL2B;CL3A;CL3B;CL4A;CL4B,F_REX300X_2,sugawa19,31399/01183
2023-01-23 14:00:00,Sumitomo,2023-01-23 14:30:00,PLINE300,1315,"",SC3400,oguma46,31199/30092
2023-01-23 14:00:00,Sumitomo,2023-01-23 14:30:00,PLINE300,1469,"",TR3400,oguma46,31199/30092
2023-01-23 08:30:00,Bottle change 15% PH3/H2,2023-01-23 15:00:00,PLINE300,1983,LP1;PM4;PM3,INTREPID,roekens,39992/36503
2023-01-23 08:30:00,Bottle change 15% PH3/H2,2023-01-23 15:00:00,PLINE300,1988,LP1;PM4;PM3,INTREPID_2,roekens,39992/36503
2023-01-23 13:00:00,ADI,2023-01-23 15:00:00,PLINE300,1261,"",H6300_2,huang72,31199/01617
2023-01-23 13:00:00,Inpria,2023-01-23 15:00:00,PLINE300,859,"",TR3300,wouter51;choudr12,31199/31247
2023-01-23 13:30:00,h,2023-01-23 15:00:00,PLINE300,446,"",GS1000,kondo25,31199/01179
2023-01-23 14:00:00,Insp,2023-01-23 15:00:00,PLINE300,958,"",SEMVISION,maes72,43001/43193
2023-01-23 14:00:00,test FTIR,2023-01-23 15:00:00,PLINE300,612,"",FTIR_2,annama94,32005/01717
2023-01-23 14:30:00,making samples,2023-01-23 15:00:00,PLINE300,1335,"",SC3400,genjim61,31199/02273
2023-01-23 14:30:00,making samples,2023-01-23 15:00:00,PLINE300,1441,"",TR3400,genjim61,31199/02273
2023-01-23 13:00:00,sem nil,2023-01-23 15:30:00,PLINE300,289,"",NOVA200_2,willegem,97401/01743
2023-01-23 14:00:00,Dev,2023-01-23 15:30:00,PLINE200,1639,"",NOVA200,hendri21,97406/01185
2023-01-23 14:30:00,PMMA spin coat,2023-01-23 15:30:00,PLINE200,1711,"",TELACT8_750,arvind29,31199/02272
2023-01-23 15:00:00,DSA,2023-01-23 15:30:00,PLINE300,1291,"",SC3400,verstr99,31199/00650
2023-01-23 15:00:00,DSA,2023-01-23 15:30:00,PLINE300,1402,"",TR3400,verstr99,31199/00650
2023-01-23 15:00:00,m,2023-01-23 15:30:00,PLINE300,602,"",ALERIS,vdries51,31199/01413
2023-01-23 15:00:00,MHM,2023-01-23 15:30:00,PLINE300,1961,LP1;PM1,LAM_E5_2,kampit73,31199/01680
2023-01-23 07:00:00,process Demo aether lot,2023-01-23 16:00:00,PLINE300,1903,LP1;LP2;PM1,EXTREME_2,gullo50,31199/01918
2023-01-23 09:00:00,20p50 MOKE,2023-01-23 16:00:00,PLINE300,712,"",POLARKERR_2,talmel16,38199/01593
2023-01-23 09:00:00,DoE low downforce on vhv,2023-01-23 16:00:00,PLINE300,2120,LP1;LP2;CLN,REFLEXION_4,kenens78,38199/01952
2023-01-23 09:00:00,IMEC DEMO on PM2,2023-01-23 16:00:00,PLINE300,2238,LP2;LP3,XP4_4,kramac15,30990/32063
2023-01-23 09:30:00,TiN dep;HfOx deposition,2023-01-23 16:00:00,PLINE300,2490,PM2,XP4_2,liang13;rastog28,30990/32063
2023-01-23 10:00:00,SiGe SPC Development,2023-01-23 16:00:00,PLINE300,2189,LP2;PM5;PM6;PM2,TEL_LEAGA,muraki29,32005/01675
2023-01-23 11:30:00,HfOx deposition,2023-01-23 16:00:00,PLINE300,1918,LP1,XP4_2,rastog28,30990/32063
2023-01-23 14:00:00,AL232055,2023-01-23 16:00:00,PLINE300,2062,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,lieben52,38199/02180
2023-01-23 15:00:00,measurement small LPD's,2023-01-23 16:00:00,PLINE300,654,"",SP5,kenis,32005/01711
2023-01-23 15:30:00,making samples,2023-01-23 16:00:00,PLINE300,1336,"",SC3400,genjim61,31199/02273
2023-01-23 15:30:00,making samples,2023-01-23 16:00:00,PLINE300,1442,"",TR3400,genjim61,31199/02273
2023-01-23 09:30:00,SIO2 dummy run on DCM3,2023-01-23 16:30:00,PLINE300,2156,LP1;DCM3,XP8,kimura50,39423/01225
2023-01-23 15:30:00,troubleshooting login accounts,2023-01-23 16:30:00,PLINE300,762,"",FTIR_2,vdveld25,39424/01224
2023-01-23 16:00:00,Brewer,2023-01-23 16:30:00,PLINE300,1316,"",SC3400,vdries51,31199/01413
2023-01-23 16:00:00,Brewer,2023-01-23 16:30:00,PLINE300,1470,"",TR3400,vdries51,31199/01413
2023-01-23 16:00:00,pre measurements,2023-01-23 16:30:00,PLINE200,1678,"",SP1_DLS,knaepen,30990/02249
2023-01-23 09:00:00,APM 65C marathon test,2023-01-23 17:00:00,PLINE300,2165,LP1;PM_L1;PM_L2;PM_R1;LP3,DVPRIME_1,lai86,37092/02174
2023-01-23 09:00:00,IMEC DEMO on PM2;S5 defect check,2023-01-23 17:00:00,PLINE300,1934,LP1;PM1,XP4_4,kramac15;chauha79,30990/32063
2023-01-23 13:00:00,CTL step 2 and 3 i.e.UV exposure,2023-01-23 17:00:00,PLINE300,2323,LP4;MPC10,DNS_9,decost63,37092/02170
2023-01-23 13:00:00,Etch,2023-01-23 17:00:00,PLINE300,1947,LP1;PM6,TEL_TACTRAS3,fukui39,98601/00962
2023-01-23 13:00:00,light training;Light Training,2023-01-23 17:00:00,PLINE300,793,"",KLA2925,johnsu91;peters25,31199/02273
2023-01-23 14:00:00,FIB,2023-01-23 17:00:00,PLINE300,1153,"",HELIOS460,impagn97,42199/00160
2023-01-23 14:00:00,PD,2023-01-23 17:00:00,PLINE300,1573,"",H6300,ramane56,31199/02273
2023-01-23 14:00:00,XRF daVinci,2023-01-23 17:00:00,PLINE300,717,"",2830ZT,witterst,31499/01715
2023-01-23 14:30:00,run,2023-01-23 17:00:00,PLINE300,333,"",YS375,canga29,38199/02270
2023-01-23 15:00:00,DFR,2023-01-23 17:00:00,PLINE200,1775,"",AP300,eswara57,37004/37141
2023-01-23 15:00:00,inspection,2023-01-23 17:00:00,PLINE300,2460,PM,EDR7100,johnsu91,31199/02273
2023-01-23 15:00:00,test,2023-01-23 17:00:00,PLINE300,179,"",H6300_2,roy82,31199/01918
2023-01-23 08:30:00,Ok,2023-01-23 17:30:00,PLINE200,1811,"",TEMP_BONDER,jedidi64,31012/01084
2023-01-23 10:00:00,tem prep,2023-01-23 17:30:00,PLINE300,1110,"",HELIOS_G5,drijboom,42199/00160
2023-01-23 17:00:00,m,2023-01-23 17:30:00,PLINE300,603,"",ALERIS,vdries51,31199/01413
2023-01-23 14:00:00,IBE etch development,2023-01-23 18:00:00,PLINE300,2343,CHA;LP3,ANELVA_3,li17,31299/02061
2023-01-23 14:00:00,R,2023-01-23 18:00:00,PLINE300,1054,"",HITACHI5000,hillen84,31199/01680
2023-01-23 14:30:00,m,2023-01-23 18:00:00,PLINE300,562,"",SC1950,vdries51,31199/01413
2023-01-23 14:30:00,m,2023-01-23 18:00:00,PLINE300,2291,BOTL;TOPL,TR1950,vdries51,31199/01413
2023-01-23 15:00:00,test,2023-01-23 18:00:00,PLINE300,133,"",TR3300,furuka28,31199/01514
2023-01-23 16:00:00,DSA,2023-01-23 18:00:00,PLINE300,509,"",SC2000,verstr99,31199/00650
2023-01-23 16:00:00,DSA,2023-01-23 18:00:00,PLINE300,516,"",TR2000,verstr99,31199/00650
2023-01-23 16:00:00,FMR development,2023-01-23 18:00:00,PLINE300,368,"",POLARKERR_2,talmel16,31499/01927
2023-01-23 17:00:00,DSA,2023-01-23 18:00:00,PLINE300,806,"",KLA2925,vanbel53,31199/00650
2023-01-23 17:00:00,plasma analysis,2023-01-23 18:00:00,PLINE300,2316,LP4;PM3,LAM_E6_2,li17,31299/02061
2023-01-23 17:00:00,Use,2023-01-23 18:00:00,PLINE300,676,"",H5000_2,ledain47,98601/01062
2023-01-23 17:30:00,making samples,2023-01-23 18:00:00,PLINE300,1337,"",SC3400,genjim61,31199/02273
2023-01-23 17:30:00,making samples,2023-01-23 18:00:00,PLINE300,1443,"",TR3400,genjim61,31199/02273
2023-01-23 09:30:00,TiN dep;HfOx and internal development,2023-01-23 18:30:00,PLINE300,2179,LP2,XP4_2,liang13;homkar65,30990/32063
2023-01-23 11:30:00,HfOx and internal development,2023-01-23 18:30:00,PLINE300,2354,LP3;PM3,XP4_2,homkar65,30990/32063
2023-01-23 17:00:00,Ag Nanomesh,2023-01-23 18:30:00,PLINE200,1640,"",NOVA200,planke49,97406/01185
2023-01-23 17:00:00,tdc,2023-01-23 18:30:00,PLINE300,2293,SN,EP5,kissoo12,31199/01755
2023-01-23 15:00:00,Coat Block 11,2023-01-23 19:00:00,PLINE300,702,"",TRPROAP,uruena10,32299/00013
2023-01-23 16:00:00,TFT Measurement,2023-01-23 19:00:00,PLINE200,1805,"",LASERDEBOND,sadati75,97401/00942
2023-01-23 16:30:00,Aether processing,2023-01-23 19:00:00,PLINE300,1904,LP1;PM1,EXTREME_2,gullo50,31199/01918
2023-01-23 17:00:00,m,2023-01-23 19:00:00,PLINE300,1184,"",H6300_2,vdries51,31199/01413
2023-01-23 18:00:00,test,2023-01-23 19:00:00,PLINE300,144,"",SC3400,furuka28,31199/01514
2023-01-23 18:00:00,test,2023-01-23 19:00:00,PLINE300,151,"",TR3400,furuka28,31199/01514
2023-01-23 19:00:00,test,2023-01-23 19:30:00,PLINE300,124,"",SC3400,furuka28,31199/31247
2023-01-23 19:00:00,test,2023-01-23 19:30:00,PLINE300,128,"",TR3400,furuka28,31199/31247
2023-01-23 18:30:00,Etch coupon,2023-01-23 20:00:00,PLINE300,1948,LP1;PM6,TEL_TACTRAS3,fukui39,98601/00962
2023-01-23 18:30:00,Insp,2023-01-23 20:00:00,PLINE300,933,"",SEMVISION,engelen,37004/02248
2023-01-23 16:00:00,DFR,2023-01-23 20:30:00,PLINE200,1748,"",ACT12_MTM,eswara57,37004/37141
2023-01-23 15:00:00,JSR Private,2023-01-23 21:00:00,PLINE300,2402,BOTL,TRDUOS,krishn87,31199/01513
2023-01-23 20:30:00,private,2023-01-23 21:00:00,PLINE300,1294,"",SC3400,fukumu91,31199/02019
2023-01-23 20:30:00,private,2023-01-23 21:00:00,PLINE300,1405,"",TR3400,fukumu91,31199/02019
2023-01-23 18:00:00,private,2023-01-23 21:30:00,PLINE300,868,"",TR3300,fukumu91,31199/02019
2023-01-23 17:00:00,tem,2023-01-23 22:00:00,PLINE300,1136,"",TITAN,impagn97,42199/00160
2023-01-23 20:00:00,coupon test,2023-01-23 22:00:00,PLINE300,2362,LP3;PM1,TEL_TACTRAS,krishtab,31199/01765
2023-01-23 16:00:00,III-V,2023-01-23 23:00:00,PLINE300,1895,LP1;PM3,AIXTRON,alcott43,32414/01368
2023-01-23 17:00:00,CD measurement,2023-01-24 00:00:00,PLINE300,1515,"",H6300,takaha90,31199/01988
2023-01-23 22:00:00,test,2023-01-24 00:00:00,PLINE300,137,"",KLA2925,furuka28,31199/01514
2023-01-23 18:00:00,INPRIA;Inpria,2023-01-24 02:00:00,PLINE300,532,"",H5000_2,wouter51;deschepp,31199/31247
2023-01-24 00:00:00,test,2023-01-24 02:00:00,PLINE300,38,"",SC1000,vleerb85,31199/30079
2023-01-24 00:00:00,test,2023-01-24 02:00:00,PLINE300,89,"",TR1000,vleerb85,31199/30079
2023-01-24 01:00:00,devinp,2023-01-24 03:00:00,PLINE300,1016,"",HITACHI5000,debacker,31199/00653
2023-01-24 00:00:00,test,2023-01-24 04:00:00,PLINE300,2446,PM,EDR7100,vleerb85,31199/30079
2023-01-24 02:00:00,test,2023-01-24 04:00:00,PLINE300,12,"",H5000_2,vleerb85,31199/30079
2023-01-24 04:00:00,test,2023-01-24 05:30:00,PLINE300,119,"",H5000_2,furuka28,31199/01514
2023-01-24 00:00:00,Meas,2023-01-24 07:00:00,PLINE300,1538,"",H6300,kovale23,31199/01873
2023-01-24 06:00:00,Insp,2023-01-24 08:00:00,PLINE300,930,"",SEMVISION,redants,31029/01811
2023-01-23 22:00:00,h,2023-01-24 08:30:00,PLINE300,447,"",GS1000,kondo25,31199/01179
2023-01-24 06:30:00,x-sem,2023-01-24 08:30:00,PLINE300,671,"",SU8000,vdbroecn,31199/01655
2023-01-23 09:30:00,AE300216 and AT301352,2023-01-24 09:00:00,PLINE300,2038,LP1;LP2;CH2_MC;CH3;CHE;CHF,ENDURA_5,devul,31499/02251
2023-01-23 21:00:00,eP5,2023-01-24 09:00:00,PLINE300,2474,PM,EP5,delorm67,31199/01057
2023-01-24 07:00:00,m,2023-01-24 09:00:00,PLINE300,1558,"",H6300,vdries51,31199/01413
2023-01-24 08:00:00,m,2023-01-24 09:00:00,PLINE300,1185,"",H6300_2,vdries51,31199/01413
2023-01-24 08:30:00,test,2023-01-24 09:00:00,PLINE300,5,"",SCD100,dilien72,31199/30079
2023-01-24 08:30:00,AL232055,2023-01-24 09:30:00,PLINE300,2063,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,lieben52,38199/02180
2023-01-24 08:30:00,coupon dev,2023-01-24 09:30:00,PLINE300,2209,LP2;PM1,TEL_TACTRAS3,bezard78,31199/01851
2023-01-24 07:30:00,meting,2023-01-24 10:00:00,PLINE300,494,"",SC1000,jacobs41,31199/01513
2023-01-24 07:30:00,meting,2023-01-24 10:00:00,PLINE300,514,"",TR1000,jacobs41,31199/01513
2023-01-24 08:00:00,sem,2023-01-24 10:00:00,PLINE300,921,"",SEMVISION,beirnaer,32299/00013
2023-01-24 08:00:00,test,2023-01-24 10:00:00,PLINE300,111,"",TR3300,dilien72,31199/30079
2023-01-24 08:30:00,Measurement,2023-01-24 10:00:00,PLINE300,623,"",FTIR_2,dekost70,44042/49500
2023-01-24 09:00:00,PD,2023-01-24 10:00:00,PLINE300,1240,"",H6300_2,ramane56,31199/02273
2023-01-24 09:00:00,recipe creation,2023-01-24 10:00:00,PLINE300,1055,"",HITACHI5000,kampit73,31199/01680
2023-01-24 09:30:00,test,2023-01-24 10:00:00,PLINE300,116,"",SU8000,alian,97700/01369
2023-01-24 09:00:00,DNS_6-MCP2 HF2 improvement,2023-01-24 11:00:00,PLINE300,2160,LP1;MPC2;MPC5;MPC8,DNS_6,gonzal15,36026/01225
2023-01-24 09:00:00,for Intel,2023-01-24 11:00:00,PLINE300,1579,"",H6300,guzman11,31199/00849
2023-01-24 09:30:00,R,2023-01-24 11:00:00,PLINE300,568,"",TR2000,hillen84,31199/01680
2023-01-24 10:00:00,Si,2023-01-24 11:00:00,PLINE300,325,"",SCD100,netsou48,30990/02249
2023-01-24 10:00:00,Xsem,2023-01-24 11:00:00,PLINE300,203,"",NOVA200_2,marian80,30990/02249
2023-01-24 08:00:00,P224387,2023-01-24 11:30:00,PLINE200,2250,PM3;PM4;RLL,LAM_POLY,vancauw,37299/01937
2023-01-24 10:00:00,Pline use,2023-01-24 11:30:00,PLINE300,982,"",SEMVISION,michal78,39320/36502
2023-01-24 10:00:00,private,2023-01-24 11:30:00,PLINE300,1295,"",SC3400,fukumu91,31199/02019
2023-01-24 10:00:00,private,2023-01-24 11:30:00,PLINE300,1406,"",TR3400,fukumu91,31199/02019
2023-01-24 10:30:00,ER test,2023-01-24 11:30:00,PLINE300,2221,LP2;PM4,LAM_E5,vecchio,98601/36003
2023-01-24 09:00:00,Dev. new WDC and HST thc.s,2023-01-24 12:00:00,PLINE300,1913,LP1;LP2;PM2;PM1,EXTREME_2,pasqua16,39424/01221
2023-01-24 09:00:00,XPS coating voor DSA,2023-01-24 12:00:00,PLINE300,2405,BOTL,TRDUOS,blomme87,31199/02285
2023-01-24 10:00:00,devinp,2023-01-24 12:00:00,PLINE300,270,"",NX3DM,nong52,36003/01224
2023-01-24 10:00:00,i,2023-01-24 12:00:00,PLINE300,247,"",HELIOS1200,vrancken,37092/02172
2023-01-24 10:00:00,Inpria,2023-01-24 12:00:00,PLINE300,860,"",TR3300,wouter51,31199/31247
2023-01-24 10:00:00,JSR,2023-01-24 12:00:00,PLINE300,39,"",SC1000,perrem78,31199/30079
2023-01-24 10:00:00,JSR,2023-01-24 12:00:00,PLINE300,90,"",TR1000,perrem78,31199/30079
2023-01-24 10:30:00,tdc,2023-01-24 12:00:00,PLINE300,2294,SN,EP5,kissoo12,31199/01755
2023-01-24 10:30:00,test mich,2023-01-24 12:00:00,PLINE300,2135,LP1;PM4;PM5,LAM_E6,goossen,31299/31900
2023-01-24 11:00:00,Bscord2 prd,2023-01-24 12:00:00,PLINE300,2306,ATM;SM1;SM2;SM3,SEZ304_2,dubey63,30990/02250
2023-01-24 11:00:00,demo,2023-01-24 12:00:00,PLINE200,1653,"",AP300,noda11,31012/01649
2023-01-24 11:00:00,ER test,2023-01-24 12:00:00,PLINE300,697,"",ALERIS,vecchio,98601/36003
2023-01-24 11:00:00,sec,2023-01-24 12:00:00,PLINE300,780,"",KLA2925,nonaka89,31007/30076
2023-01-24 11:30:00,New Recipe optimization,2023-01-24 12:00:00,PLINE300,2205,LP2;P1L2,NOKOTA,mudige97,31399/31519
2023-01-24 09:00:00,100nm deposition on SI blanket,2023-01-24 12:30:00,PLINE200,2256,NITR;WIP,P3_NITRIDE,vlanck26,97401/02108
2023-01-24 10:30:00,wafer etch,2023-01-24 12:30:00,PLINE300,2322,LP4;PM1,LAM_E6,kadir70,37013/01883
2023-01-24 11:00:00,Recipe development,2023-01-24 12:30:00,PLINE300,2212,LP2;PM6,TEL_TACTRAS3,katcko10,31199/00653
2023-01-24 11:30:00,Cleaning transferred WS2,2023-01-24 12:30:00,PLINE300,2128,LP1;LP2;LP3;PM2,LAM_E5_2,wyndae43,32399/00879
2023-01-24 10:00:00,d,2023-01-24 13:00:00,PLINE300,1262,"",H6300_2,gupta76,31199/01321
2023-01-24 10:00:00,devinp,2023-01-24 13:00:00,PLINE300,1017,"",HITACHI5000,vandeney,31199/00653
2023-01-24 10:00:00,Inpria,2023-01-24 13:00:00,PLINE300,618,"",FTIR_2,castel93,31199/31247
2023-01-24 10:00:00,SiCN bonding,2023-01-24 13:00:00,PLINE200,1837,"",SAM300,naser16,31012/01506
2023-01-24 10:00:00,test,2023-01-24 13:00:00,PLINE200,1651,"",ACT12_MTM,noda11,31012/01649
2023-01-24 12:00:00,Si surface inspection,2023-01-24 13:00:00,PLINE300,351,"",SP5,knaepen,30990/02249
2023-01-24 06:00:00,200,2023-01-24 14:00:00,PLINE300,1137,"",TITAN,carola29,42199/00160
2023-01-24 11:00:00,III-V measurement,2023-01-24 14:00:00,PLINE200,1672,"",HRXRD,alcott43,32414/01368
2023-01-24 11:00:00,Meas,2023-01-24 14:00:00,PLINE300,1546,"",H6300,kato15,31199/31074
2023-01-24 12:00:00,Meas,2023-01-24 14:00:00,PLINE300,543,"",H5000_2,kato15,31199/31074
2023-01-24 12:30:00,sem nil,2023-01-24 14:00:00,PLINE300,290,"",NOVA200_2,willegem,97401/01743
2023-01-24 13:00:00,Private use,2023-01-24 14:00:00,PLINE300,462,"",ALERIS,oguma46,31199/30092
2023-01-24 13:00:00,R,2023-01-24 14:00:00,PLINE300,2412,BOTL,TRDUOS,hillen84,31199/01680
2023-01-24 12:00:00,exposure,2023-01-24 14:30:00,PLINE200,1826,"",AP300,guerrera,32299/00716
2023-01-24 14:00:00,spinel IGZO,2023-01-24 14:30:00,PLINE300,653,"",RS100C_2,agiann70,31299/01284
2023-01-24 12:30:00,Light Training,2023-01-24 15:00:00,PLINE300,794,"",KLA2925,johnsu91,31199/02273
2023-01-24 12:30:00,XRF,2023-01-24 15:00:00,PLINE300,716,"",2830ZT,peissk91,31499/00379
2023-01-24 13:00:00,ewfs,2023-01-24 15:00:00,PLINE300,2270,SN,EP5,schoof76,31199/01057
2023-01-24 13:00:00,Inpria,2023-01-24 15:00:00,PLINE300,861,"",TR3300,wouter51,31199/31247
2023-01-24 13:00:00,test,2023-01-24 15:00:00,PLINE300,180,"",H6300_2,roy82,31199/01918
2023-01-24 14:00:00,i,2023-01-24 15:00:00,PLINE300,2332,LP4;PM4,LAM_E6,raymae79,38199/37862
2023-01-24 14:00:00,Insp,2023-01-24 15:00:00,PLINE300,931,"",SEMVISION,dusar,31029/01811
2023-01-24 14:00:00,Micron,2023-01-24 15:00:00,PLINE300,1344,"",SC3400,blomme87,31199/02285
2023-01-24 14:00:00,Micron,2023-01-24 15:00:00,PLINE300,1479,"",TR3400,blomme87,31199/02285
2023-01-24 14:00:00,remote access EVG call particles,2023-01-24 15:00:00,PLINE300,610,"",GEMINI,grosem77,36671/01223
2023-01-24 14:00:00,Si,2023-01-24 15:00:00,PLINE300,322,"",JVX7300M,khazak83,30990/01658
2023-01-24 14:00:00,Si,2023-01-24 15:00:00,PLINE300,326,"",SCD100,netsou48,30990/02249
2023-01-24 14:00:00,Internal Development,2023-01-24 15:30:00,PLINE300,1999,LP1;PM6,LAM_E6,choudh58,31299/02060
2023-01-24 14:00:00,Ultrasound PUF inspection,2023-01-24 15:30:00,PLINE300,218,"",NOVA200_2,leruth67,97401/00942
2023-01-24 14:30:00,sec,2023-01-24 15:30:00,PLINE300,2419,PM,EDR7100,nonaka89,31007/30076
2023-01-24 15:00:00,Inpria,2023-01-24 15:30:00,PLINE300,488,"",SP5,giorda12,31199/31247
2023-01-24 09:30:00,D18,2023-01-24 16:00:00,PLINE200,1833,"",WYCO,zunic13,98300/01618
2023-01-24 09:30:00,SiGe etch develop,2023-01-24 16:00:00,PLINE300,1939,LP1;PM5,TEL_LEAGA,puttar77,32005/01675
2023-01-24 10:00:00,recipe creation,2023-01-24 16:00:00,PLINE200,1790,"",KLA2351,moet12,37004/01945
2023-01-24 10:00:00,WP3,2023-01-24 16:00:00,PLINE300,457,"",GS1000,vdheuvel,31199/01886
2023-01-24 13:00:00,GATR,2023-01-24 16:00:00,PLINE300,626,"",FTIR_2,kenis,32005/01712
2023-01-24 13:00:00,R,2023-01-24 16:00:00,PLINE300,1056,"",HITACHI5000,hillen84,31199/01680
2023-01-24 13:30:00,100nm deposition of AlCu 9kw,2023-01-24 16:00:00,PLINE200,1862,LP1;CH4,ENDURA1,vlanck26,97401/02108
2023-01-24 14:00:00,200mm tapeframe,2023-01-24 16:00:00,PLINE200,1662,"",LASERDEBOND,coulso66,44286/44542
2023-01-24 14:00:00,Meas,2023-01-24 16:00:00,PLINE300,1574,"",H6300,genjim61,31199/02273
