,FACILITY,Tool,WBS,Cluster,Description,Begin,End,IIO_User_id,Fab300_User_id,Modules,Fab300_Duration,IIO_Duration
158,PLINE200,LAM_POLY,37299/01937,,P223476/8,2023-01-17 08:00:00,2023-01-17 11:30:00,vancauw,,PM3;PM4;RLL,,3.5
159,PLINE200,LAM_POLY,37299/01937,,P223476/2,2023-01-19 08:00:00,2023-01-19 11:30:00,vancauw,,PM3;PM4;RLL,,3.5
160,PLINE200,LAM_POLY,37299/01937,,P224387,2023-01-24 08:00:00,2023-01-24 11:30:00,vancauw,,PM3;PM4;RLL,,3.5
161,PLINE200,LAM_POLY,98300/01535,,P224453,2023-01-10 08:00:00,2023-01-10 11:30:00,vancauw,,LLL;PM3;PM4,,3.5
162,PLINE200,LASERDEBOND,31012/00013,,dogbone,2023-01-25 09:00:00,2023-01-25 11:30:00,jslabbe,,,,2.5
163,PLINE200,LASERDEBOND,31012/01084,,ctl 300mm on tape,2023-01-16 10:00:00,2023-01-16 12:30:00,kennes63,,,,2.5
164,PLINE200,LASERDEBOND,44286/44542,,200 mm tapeframe,2023-01-09 14:00:00,2023-01-09 17:30:00,coulso66,,,,3.5
165,PLINE200,LASERDEBOND,44286/44542,,200 mm tapeframe,2023-01-11 09:30:00,2023-01-11 11:00:00,coulso66,,,,1.5
166,PLINE200,LASERDEBOND,44286/44542,,200mm tapeframe,2023-01-18 10:00:00,2023-01-18 13:00:00,coulso66,,,,3.0
167,PLINE200,LASERDEBOND,44286/44542,,200mm tapeframe,2023-01-24 14:00:00,2023-01-24 16:00:00,coulso66,,,,2.0
168,PLINE200,LASERDEBOND,97401/00942,,TFT Measurement,2023-01-23 16:00:00,2023-01-23 19:00:00,sadati75,,,,3.0
169,PLINE200,LASERDEBOND,97401/00942,,200mm TapeFrame TFT Delamination,2023-01-24 16:00:00,2023-01-24 19:00:00,sadati75,,,,3.0
170,PLINE200,LASERDEBOND,98500/01852,,"ILD only, 200mm TF coupons",2023-01-09 12:00:00,2023-01-09 12:30:00,ghosh40,,,,0.5
171,PLINE200,MIRRA_3,36026/01224,,TSV photonics Project,2023-01-13 06:00:00,2023-01-13 11:00:00,kyaw73,,LP2;PLATEN1;PLATEN2;PLATEN3,,5.0
173,PLINE200,MIRRA_3,37037/02269,,RFPD (pr23.0006) Aluminium CMP,2023-01-10 13:00:00,2023-01-10 14:30:00,kyaw73,,LP4;PLATEN1;PLATEN2;PLATEN3,,1.5
175,PLINE200,MOUNTER_LH,36671/01224,,CIRCLE BACK UP,2023-01-21 11:30:00,2023-01-21 14:00:00,ameghn57,,,,2.5
176,PLINE200,NOVA200,30990/02249,,x-section sem,2023-01-10 13:30:00,2023-01-10 15:30:00,stokhof,,,,2.0
177,PLINE200,NOVA200,30990/02249,,x-section sem,2023-01-11 13:00:00,2023-01-11 15:00:00,stokhof,,,,2.0
178,PLINE200,NOVA200,30990/02250,,x-section sem,2023-01-04 12:30:00,2023-01-04 15:30:00,stokhof,,,,3.0
181,PLINE200,NOVA200,32005/01784,,MEC,2023-01-05 08:30:00,2023-01-05 11:00:00,ripj,,,,2.5
182,PLINE200,NOVA200,32005/01784,,MEC,2023-01-05 14:30:00,2023-01-05 15:30:00,ripj,,,,1.0
183,PLINE200,NOVA200,32005/01784,,MEC,2023-01-16 13:00:00,2023-01-16 14:00:00,ripj,,,,1.0
185,PLINE200,NOVA200,32008/00034,,sem,2023-01-26 08:00:00,2023-01-26 10:00:00,lux,,,,2.0
187,PLINE200,NOVA200,32299/00013,,sem,2023-01-26 12:30:00,2023-01-26 14:00:00,beirnaer,,,,1.5
189,PLINE200,NOVA200,97401/01743,,sem nil,2023-01-11 15:30:00,2023-01-11 17:00:00,willegem,,,,1.5
190,PLINE200,NOVA200,97401/01743,,sem nil,2023-01-25 14:00:00,2023-01-25 15:30:00,willegem,,,,1.5
191,PLINE200,NOVA200,97406/01185,,dev,2023-01-05 11:00:00,2023-01-05 12:30:00,hendri21,,,,1.5
192,PLINE200,NOVA200,97406/01185,,training,2023-01-06 12:30:00,2023-01-06 14:00:00,hendri21,,,,1.5
193,PLINE200,NOVA200,97406/01185,,Characterisation,2023-01-09 17:00:00,2023-01-09 18:00:00,pahlav81,,,,1.0
195,PLINE200,NOVA200,97406/01185,,dev,2023-01-13 12:30:00,2023-01-13 14:00:00,hendri21,,,,1.5
200,PLINE200,NOVA200,97406/01185,,dev,2023-01-19 11:00:00,2023-01-19 12:30:00,hendri21,,,,1.5
201,PLINE200,NOVA200,97406/01185,,training,2023-01-20 12:30:00,2023-01-20 14:00:00,hendri21,,,,1.5
202,PLINE200,NOVA200,97406/01185,,dev,2023-01-23 14:00:00,2023-01-23 15:30:00,hendri21,,,,1.5
204,PLINE200,NOVA200,97406/01185,,training,2023-01-24 15:30:00,2023-01-24 17:00:00,hendri21,,,,1.5
205,PLINE200,NOVA200,97700/01345,,XSEM,2023-01-06 14:30:00,2023-01-06 15:30:00,vais,,,,1.0
206,PLINE200,NOVA200,97700/01345,,XSEM,2023-01-12 14:30:00,2023-01-12 15:30:00,vais,,,,1.0
207,PLINE200,NOVA200,97700/01345,,XSEM,2023-01-13 14:00:00,2023-01-13 15:30:00,vais,,,,1.5
208,PLINE200,NOVA200,98300/00854,,i,2023-01-09 09:30:00,2023-01-09 12:00:00,redants,,,,2.5
209,PLINE200,NOVA200,98300/00854,,inspectie,2023-01-09 13:00:00,2023-01-09 15:30:00,dusar,,,,2.5
210,PLINE200,NOVA200,98300/01618,,test,2023-01-10 09:30:00,2023-01-10 11:00:00,vranckee,,,,1.5
211,PLINE200,NOVA200,98300/01618,,test,2023-01-12 09:30:00,2023-01-12 11:00:00,vranckee,,,,1.5
213,PLINE200,P7_HITEMP,30990/02249,,New HT boat design test,2023-01-23 10:00:00,2023-01-27 00:00:00,knaepen,,HITEMP;WIP,,86.0
214,PLINE200,P8_POLYRAMP,31499/01895,,100mm pocket wfrs - 100nm WETOX,2023-01-06 10:00:00,2023-01-06 17:30:00,vpelt10,,FR;WIP,,7.5
215,PLINE200,SAM300,31012/01506,,SiCN bonding,2023-01-24 10:00:00,2023-01-24 13:00:00,naser16,,,,3.0
216,PLINE200,SAM300,31199/00653,,training,2023-01-13 15:00:00,2023-01-13 16:00:00,chen70,,,,1.0
218,PLINE200,SAM300,38199/01132,,AL210794/10,2023-01-26 10:00:00,2023-01-26 12:00:00,chen70,,,,2.0
219,PLINE200,SAM300,98500/01060,,measurement,2023-01-25 14:00:00,2023-01-25 17:00:00,chance44,,,,3.0
220,PLINE200,SAM300,98500/01060,,measurement,2023-01-26 13:30:00,2023-01-26 16:30:00,chance44,,,,3.0
222,PLINE200,SAM_AW300,36671/01224,,AE224542,2023-01-13 16:00:00,2023-01-13 17:00:00,chen70,,,,1.0
224,PLINE200,SAM_AW300,36671/01224,,AE224542/1 ,2023-01-25 14:00:00,2023-01-25 15:00:00,chen70,,,,1.0
226,PLINE200,SP1_DLS,30990/02249,,measurement,2023-01-16 13:00:00,2023-01-16 13:30:00,tricas85,,,,0.5
227,PLINE200,SP1_DLS,30990/02249,,pre measurements,2023-01-23 13:30:00,2023-01-23 14:00:00,knaepen,,,,0.5
228,PLINE200,SP1_DLS,30990/02249,,pre measurements,2023-01-23 16:00:00,2023-01-23 16:30:00,knaepen,,,,0.5
230,PLINE200,SP1_DLS,30990/02249,,pre measurements,2023-01-25 16:00:00,2023-01-25 16:30:00,knaepen,,,,0.5
232,PLINE200,SPTS_OMEGA,36004/01224,,process lot P224285,2023-01-05 07:00:00,2023-01-05 08:30:00,nedelj21,,PM2;PM3,,1.5
233,PLINE200,SPTS_OMEGA,36004/01224,,ILLUMINATOR - FBR process,2023-01-05 09:00:00,2023-01-05 11:30:00,palomb58,,PM2;PM3,,2.5
235,PLINE200,TELACT8_750,31199/01413,,m,2023-01-13 09:30:00,2023-01-13 10:00:00,guerrero,,,,0.5
236,PLINE200,TELACT8_750,31199/01513,,JSR Private,2023-01-05 15:00:00,2023-01-05 16:00:00,krishn87,,,,1.0
237,PLINE200,TELACT8_750,31199/01513,,JSR Private,2023-01-11 10:00:00,2023-01-11 11:00:00,krishn87,,,,1.0
238,PLINE200,TELACT8_750,31199/01513,,JSR Private,2023-01-12 11:00:00,2023-01-12 12:00:00,krishn87,,,,1.0
239,PLINE200,TELACT8_750,31199/01513,,JSR Private,2023-01-18 15:00:00,2023-01-18 16:00:00,krishn87,,,,1.0
240,PLINE200,TELACT8_750,31199/01851,,euv test,2023-01-25 09:00:00,2023-01-25 10:30:00,pollenti,,,,1.5
241,PLINE200,TELACT8_750,31199/01988,,Coating,2023-01-19 10:00:00,2023-01-19 12:00:00,naqvi66,,,,2.0
242,PLINE200,TELACT8_750,31199/02272,,PMMA spin coat,2023-01-23 14:30:00,2023-01-23 15:30:00,arvind29,,,,1.0
245,PLINE200,TEMP_BONDER,31012/01084,,C1301 bonding,2023-01-11 15:00:00,2023-01-11 18:00:00,jedidi64,,,,3.0
246,PLINE200,TEMP_BONDER,31012/01084,,Ok,2023-01-23 08:30:00,2023-01-23 17:30:00,jedidi64,,,,9.0
247,PLINE200,TEMP_BONDER,31012/01506,,Coating glass wafers. Seq 4002,2023-01-15 15:00:00,2023-01-15 16:00:00,cuypers,,,,1.0
248,PLINE200,TEMP_BONDER,32299/00716,,"C3 , LF1",2023-01-25 16:00:00,2023-01-25 18:30:00,guerrera,,,,2.5
249,PLINE200,TEMP_BONDER,36671/01224,,200MM SPC LF2,2023-01-06 16:00:00,2023-01-06 18:00:00,ameghn57,,,,2.0
250,PLINE200,TEMP_BONDER,36671/01224,,SPC200MM,2023-01-09 10:00:00,2023-01-09 12:00:00,ameghn57,,,,2.0
253,PLINE200,TEMP_BONDER,36671/01224,,W2W bonding overlay,2023-01-13 06:30:00,2023-01-13 08:00:00,ameghn57,,,,1.5
254,PLINE200,TEMP_BONDER,36671/01224,,Training TTV,2023-01-13 09:00:00,2023-01-13 10:30:00,lefevr14,,,,1.5
255,PLINE200,TEMP_BONDER,36671/01224,,lot,2023-01-26 09:00:00,2023-01-26 11:00:00,han41,,,,2.0
261,PLINE200,WYCO,43699/01505,,measurement,2023-01-10 10:00:00,2023-01-10 12:00:00,salaho63,,,,2.0
262,PLINE200,WYCO,97401/00942,,measurement,2023-01-03 14:00:00,2023-01-03 17:00:00,halbac65,,,,3.0
263,PLINE200,WYCO,98300/01618,,Topography on Canopus1 D18,2023-01-05 09:00:00,2023-01-05 13:30:00,zunic13,,,,4.5
264,PLINE200,WYCO,98300/01618,,Canopus1 D18 Mirrors topography,2023-01-06 12:00:00,2023-01-06 18:30:00,zunic13,,,,6.5
265,PLINE200,WYCO,98300/01618,,Measurement D18,2023-01-10 12:00:00,2023-01-10 17:30:00,zunic13,,,,5.5
266,PLINE200,WYCO,98300/01618,,D18,2023-01-16 10:00:00,2023-01-16 14:00:00,zunic13,,,,4.0
267,PLINE200,WYCO,98300/01618,,D18,2023-01-24 09:30:00,2023-01-24 16:00:00,zunic13,,,,6.5
268,PLINE200,XL30_CF,32099/01506,,EBSD-meting Myriam Van De Peer,2023-01-09 13:00:00,2023-01-09 17:30:00,jmesse,,,,4.5
270,PLINE200,XL30_CF,97406/01185,,cross-section,2023-01-03 15:30:00,2023-01-03 16:30:00,wodarz95,,,,1.0
271,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-05 10:00:00,2023-01-05 10:30:00,wodarz95,,,,0.5
272,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-05 13:30:00,2023-01-05 14:00:00,wodarz95,,,,0.5
273,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-10 15:00:00,2023-01-10 15:30:00,wodarz95,,,,0.5
274,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-12 15:30:00,2023-01-12 16:00:00,wodarz95,,,,0.5
275,PLINE300,2830ZT,30990/32063,,Internal process development,2023-01-03 16:00:00,2023-01-03 17:30:00,chauha79,,,,1.5
276,PLINE300,2830ZT,30990/32063,,Process development ZMO,2023-01-09 14:00:00,2023-01-09 15:30:00,chauha79,,,,1.5
278,PLINE300,2830ZT,30990/32063,,spc,2023-01-19 10:30:00,2023-01-19 14:30:00,kramac15,,,,4.0
280,PLINE300,2830ZT,31499/00379,,XRF,2023-01-24 12:30:00,2023-01-24 15:00:00,peissk91,,,,2.5
281,PLINE300,2830ZT,31499/01284,,MAZO and binaries w/ O3,2023-01-05 12:30:00,2023-01-05 14:30:00,pavel13,,,,2.0
282,PLINE300,2830ZT,31499/01284,,Binaries w/ O3,2023-01-09 09:30:00,2023-01-09 11:00:00,pavel13,,,,1.5
283,PLINE300,2830ZT,31499/01284,,Mazo Binaries w/ O3,2023-01-10 09:00:00,2023-01-10 10:30:00,pavel13,,,,1.5
284,PLINE300,2830ZT,31499/01284,,Mazo Binaries w/ O3,2023-01-11 10:30:00,2023-01-11 12:00:00,pavel13,,,,1.5
285,PLINE300,2830ZT,31499/01284,,AT335454,2023-01-11 15:00:00,2023-01-11 17:00:00,mandal97,,,,2.0
286,PLINE300,2830ZT,31499/01284,,XRF,2023-01-17 15:00:00,2023-01-17 16:00:00,mandal97,,,,1.0
287,PLINE300,2830ZT,31499/01284,,XRF,2023-01-17 17:00:00,2023-01-17 18:00:00,mandal97,,,,1.0
288,PLINE300,2830ZT,31499/01284,,XRF,2023-01-18 16:30:00,2023-01-18 18:00:00,mandal97,,,,1.5
289,PLINE300,2830ZT,31499/01490,,XRF,2023-01-18 14:30:00,2023-01-18 15:30:00,mandal97,,,,1.0
290,PLINE300,2830ZT,31499/01715,,XRF daVinci,2023-01-23 14:00:00,2023-01-23 17:00:00,witterst,,,,3.0
291,PLINE300,2830ZT,32005/01084,,AE216026,2023-01-18 11:00:00,2023-01-18 14:00:00,annama94,,,,3.0
292,PLINE300,2830ZT,32005/01084,,AE216026 Measurement,2023-01-23 11:00:00,2023-01-23 13:00:00,annama94,,,,2.0
293,PLINE300,2830ZT,36003/01221,,SPC test after xmas shutdown,2023-01-02 15:30:00,2023-01-02 17:00:00,dara85,,,,1.5
294,PLINE300,A412,39425/01224,,Particle investigation,2023-01-16 10:00:00,2023-01-17 08:00:00,ceuppenj,,LP1;PM2,,22.0
295,PLINE300,A412_4,30990/02249,,silcore customer demo,2023-01-26 10:00:00,2023-01-27 00:00:00,houben21,,LP2;PM2,,14.0
296,PLINE300,A412_4,39425/01221,,OE implementation filler wafers,2023-01-20 09:30:00,2023-01-20 11:30:00,ceuppenj,,LP1;LP2;PM1,,2.0
297,PLINE300,AIXTRON,32414/01367,,III-V,2023-01-17 15:00:00,2023-01-17 19:00:00,alcott43,,LP1;PM3,,4.0
299,PLINE300,AIXTRON,32414/01368,,III-V,2023-01-19 10:00:00,2023-01-19 17:00:00,alcott43,,LP1;PM3,,7.0
300,PLINE300,AIXTRON,32414/01368,,III-V,2023-01-20 09:00:00,2023-01-20 20:00:00,alcott43,,LP1;PM3,,11.0
306,PLINE300,ALERIS,30990/02249,,Long measurement,2023-01-06 17:00:00,2023-01-06 18:00:00,mehdi55,,,,1.0
307,PLINE300,ALERIS,31007/30076,,sec,2023-01-15 17:00:00,2023-01-15 18:00:00,nonaka89,,,,1.0
308,PLINE300,ALERIS,31007/30076,,sec,2023-01-19 09:30:00,2023-01-19 10:00:00,nonaka89,,,,0.5
309,PLINE300,ALERIS,31007/30076,,sec,2023-01-19 11:00:00,2023-01-19 12:00:00,nonaka89,,,,1.0
310,PLINE300,ALERIS,31199/01413,,m,2023-01-23 15:00:00,2023-01-23 15:30:00,vdries51,,,,0.5
311,PLINE300,ALERIS,31199/01413,,m,2023-01-23 17:00:00,2023-01-23 17:30:00,vdries51,,,,0.5
312,PLINE300,ALERIS,31199/01513,,JSR,2023-01-11 17:00:00,2023-01-11 18:00:00,thomas96,,,,1.0
314,PLINE300,ALERIS,31199/01988,,Long measurement,2023-01-12 19:00:00,2023-01-12 21:00:00,fallic50,,,,2.0
315,PLINE300,ALERIS,31199/01988,,thickness measurment,2023-01-20 17:30:00,2023-01-20 18:00:00,naqvi66,,,,0.5
316,PLINE300,ALERIS,31199/30079,,test,2023-01-20 17:00:00,2023-01-20 17:30:00,dilien72,,,,0.5
317,PLINE300,ALERIS,31199/30092,,Private use,2023-01-12 13:00:00,2023-01-12 14:00:00,oguma46,,,,1.0
318,PLINE300,ALERIS,31199/30092,,Private use,2023-01-12 15:00:00,2023-01-12 16:00:00,oguma46,,,,1.0
319,PLINE300,ALERIS,31199/30092,,Private use,2023-01-13 09:00:00,2023-01-13 10:00:00,oguma46,,,,1.0
320,PLINE300,ALERIS,31199/30092,,Private use,2023-01-18 13:00:00,2023-01-18 13:30:00,oguma46,,,,0.5
321,PLINE300,ALERIS,31199/30092,,Private use,2023-01-24 13:00:00,2023-01-24 14:00:00,oguma46,,,,1.0
322,PLINE300,ALERIS,31199/31147,,rax,2023-01-17 17:00:00,2023-01-17 18:00:00,kim69,,,,1.0
323,PLINE300,ALERIS,31199/31147,,rax,2023-01-19 17:00:00,2023-01-19 18:00:00,kim69,,,,1.0
324,PLINE300,ALERIS,31199/31147,,rax,2023-01-19 19:00:00,2023-01-19 20:00:00,kim69,,,,1.0
325,PLINE300,ALERIS,31199/31147,,rax,2023-01-21 11:00:00,2023-01-21 12:00:00,kim69,,,,1.0
326,PLINE300,ALERIS,31199/31147,,rax,2023-01-21 13:00:00,2023-01-21 14:00:00,kim69,,,,1.0
327,PLINE300,ALERIS,31199/31147,,rax,2023-01-21 19:00:00,2023-01-21 21:00:00,kim69,,,,2.0
328,PLINE300,ALERIS,31199/31191,,hdowe,2023-01-19 13:00:00,2023-01-19 14:00:00,caron34,,,,1.0
329,PLINE300,ALERIS,31199/31191,,test,2023-01-19 15:00:00,2023-01-19 16:00:00,caron34,,,,1.0
330,PLINE300,ALERIS,31199/31247,,Inpria,2023-01-06 11:00:00,2023-01-06 12:00:00,choudr12,,,,1.0
331,PLINE300,ALERIS,31199/31247,,Inpria,2023-01-06 13:00:00,2023-01-06 14:00:00,choudr12,,,,1.0
332,PLINE300,ALERIS,31199/31247,,Inpria,2023-01-06 15:00:00,2023-01-06 16:00:00,choudr12,,,,1.0
333,PLINE300,ALERIS,31199/31247,,meting,2023-01-13 11:00:00,2023-01-13 12:00:00,haq59,,,,1.0
334,PLINE300,ALERIS,31199/31247,,meting,2023-01-13 13:00:00,2023-01-13 14:00:00,haq59,,,,1.0
335,PLINE300,ALERIS,31199/31247,,meting,2023-01-13 15:00:00,2023-01-13 16:00:00,haq59,,,,1.0
336,PLINE300,ALERIS,31199/31247,,meting,2023-01-20 11:00:00,2023-01-20 12:00:00,haq59,,,,1.0
337,PLINE300,ALERIS,31199/31247,,meting,2023-01-20 13:00:00,2023-01-20 14:00:00,haq59,,,,1.0
338,PLINE300,ALERIS,32005/01675,,SiGe measurement,2023-01-17 11:00:00,2023-01-17 12:00:00,muraki29,,,,1.0
339,PLINE300,ALERIS,98601/36003,,ER test,2023-01-24 11:00:00,2023-01-24 12:00:00,vecchio,,,,1.0
340,PLINE300,ANELVA_2,31499/02041,,"HOT DEPOSITION AE300587,AE234700",2023-01-17 07:00:00,2023-01-18 00:00:00,mertenss,,CHA;CHB;CHE;CHF;CHG;CHI;CHJ;CHK;CHL;LP1;LP2;LP3,,17.0
341,PLINE300,ANELVA_3,31299/02061,,IBE etch development,2023-01-23 14:00:00,2023-01-23 18:00:00,li17,,CHA;LP3,,4.0
343,PLINE300,ANELVA_3,38199/01284,,IGZO IBE etch,2023-01-26 09:30:00,2023-01-26 11:00:00,li17,,CHA;LP3,,1.5
346,PLINE300,ARCHER700,31199/01920,,Use,2023-01-09 10:00:00,2023-01-10 10:00:00,gronhe29,,,,24.0
347,PLINE300,ARCHER700,31199/01920,,Use,2023-01-10 17:30:00,2023-01-11 12:00:00,gronhe29,,,,18.5
348,PLINE300,ARCHER700,31199/01920,,Use,2023-01-12 04:00:00,2023-01-13 00:00:00,gronhe29,,,,20.0
349,PLINE300,ARCHER700,31199/01920,,Use;pwec,2023-01-25 14:00:00,2023-01-26 06:00:00,baudem;gronhe29,,,,16.0
351,PLINE300,ARCHER700,31199/31191,,scrjdp,2023-01-11 12:00:00,2023-01-12 04:00:00,vanderey,,,,16.0
352,PLINE300,ARCHER700,31199/31191,,scrjdp,2023-01-16 17:00:00,2023-01-17 10:00:00,vanderey,,,,17.0
353,PLINE300,ARCHER700,38199/01836,,recipe setup,2023-01-04 09:00:00,2023-01-04 10:30:00,baudem,,,,1.5
354,PLINE300,ARCHER700,38199/01836,,setup recipe,2023-01-10 16:00:00,2023-01-10 17:30:00,baudem,,,,1.5
355,PLINE300,ARCHER700,38199/01836,,setup,2023-01-13 15:00:00,2023-01-13 15:30:00,baudem,,,,0.5
356,PLINE300,ARCHER700,38199/02270,,job optimization,2023-01-16 13:00:00,2023-01-16 17:00:00,mingar54,,,,4.0
357,PLINE300,ARCHER700,38199/02270,,AL229072,2023-01-17 10:00:00,2023-01-17 12:30:00,mingar54,,,,2.5
360,PLINE300,CENTURA_EPI,39421/36503,,Bottle change Si2H6,2023-01-10 09:00:00,2023-01-10 15:00:00,dubois41,,CHB;LP1,,6.0
361,PLINE300,CENTURA_IIIV,39421/36503,,Bottle swap 10%H2S/He (E27B),2023-01-10 09:00:00,2023-01-10 15:00:00,roekens,,EPI;LP1,,6.0
363,PLINE300,CIRCL,32102/01048,,DEVINPs,2023-01-05 15:30:00,2023-01-05 18:00:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3,,2.5
365,PLINE300,CIRCL,32299/00013,,Glass wfr,2023-01-10 08:00:00,2023-01-10 09:00:00,cochet,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,1.0
366,PLINE300,CIRCL,32299/00013,,test,2023-01-11 08:00:00,2023-01-11 10:30:00,cochet,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,2.5
368,PLINE300,CIRCL,32299/00013,,test,2023-01-13 09:00:00,2023-01-13 10:00:00,cochet,,LP1;LP2;LP3;PM1;PM2;PM3,,1.0
369,PLINE300,CIRCL,32299/00013,,ins,2023-01-20 12:00:00,2023-01-20 13:30:00,dvriendt,,LP1;LP2;LP3;PM1;PM2;PM3,,1.5
371,PLINE300,CIRCL,32299/01809,,DEVINPs,2023-01-16 19:00:00,2023-01-16 21:30:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,2.5
372,PLINE300,CIRCL,32299/31838,,DEVINPs,2023-01-05 19:00:00,2023-01-05 21:30:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3,,2.5
373,PLINE300,CIRCL,32299/31838,,DEVINPs,2023-01-13 10:00:00,2023-01-13 12:00:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,2.0
375,PLINE300,CIRCL,36003/36503,,recipe setup,2023-01-25 09:30:00,2023-01-25 12:00:00,lieben52,,LP1;PM3,,2.5
376,PLINE300,CIRCL,37092/02170,,AL213031,2023-01-05 12:30:00,2023-01-05 15:30:00,lieben52,,LP1;LP2;LP3;PM1;PM2;PM3,,3.0
378,PLINE300,CIRCL,38199/01715,,DEVINPs,2023-01-04 19:30:00,2023-01-04 21:30:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3,,2.0
380,PLINE300,CIRCL,38199/02180,,AL232055,2023-01-24 08:30:00,2023-01-24 09:30:00,lieben52,,LP1;LP2;LP3;PM1;PM2;PM3,,1.0
381,PLINE300,CIRCL,39424/36503,,devinp,2023-01-12 09:00:00,2023-01-12 10:00:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,1.0
382,PLINE300,DNS_2,30990/32063,,IMEC clean processing,2023-01-09 16:00:00,2023-01-09 17:30:00,chang92,,LP1;WM4,,1.5
383,PLINE300,DNS_2,30990/32063,,IMEC Clean,2023-01-13 12:30:00,2023-01-13 14:00:00,rastog28,,LP2;WM4,,1.5
385,PLINE300,DNS_4,30990/02249,,Backside etch with TMAH,2023-01-17 13:00:00,2023-01-17 13:30:00,hsingy35,,LP1;SM2,,0.5
386,PLINE300,DNS_4,30990/02249,,etch 10 wafers,2023-01-25 15:30:00,2023-01-25 16:30:00,su63,,LP2;SM2,,1.0
387,PLINE300,DNS_4,30990/32063,,0.5% HF etch test,2023-01-09 08:00:00,2023-01-09 09:00:00,rahmat49,,LP2;SM2,,1.0
388,PLINE300,DNS_4,30990/32063,,HF etch 0.5%,2023-01-13 11:00:00,2023-01-13 12:30:00,jeon73,,LP1;SM1,,1.5
389,PLINE300,DNS_4,30990/32063,,HF etch,2023-01-16 11:00:00,2023-01-16 13:00:00,jeon73,,LP1;SM1,,2.0
390,PLINE300,DNS_4,30990/32063,,HF etch,2023-01-18 10:00:00,2023-01-18 12:30:00,jeon73,,LP1;SM1,,2.5
393,PLINE300,DNS_4,31199/00650,,DSA,2023-01-06 14:00:00,2023-01-06 15:00:00,verstr99,,LP1;SM1,,1.0
395,PLINE300,DNS_4,31199/00650,,DSA,2023-01-18 16:00:00,2023-01-18 17:00:00,verstr99,,LP1;SM1,,1.0
397,PLINE300,DNS_4,31199/02285,,MS6800 strip voor DSA,2023-01-26 09:30:00,2023-01-26 11:00:00,blomme87,,LP1;SM1,,1.5
399,PLINE300,DNS_4,32399/30027,,TMAHfor haze wafer production,2023-01-12 09:00:00,2023-01-12 15:00:00,sebai,,LP1;SM2,,6.0
401,PLINE300,DNS_5,32005/01719,,HF processing experiment,2023-01-24 16:30:00,2023-01-24 17:30:00,decost63,,LP4;MPC5,,1.0
403,PLINE300,DNS_5,98601/01062,,TK10 processing,2023-01-11 09:00:00,2023-01-11 18:30:00,decost63,,CPC11;LP3;LP4;MPC5,,9.5
406,PLINE300,DNS_6,30990/32063,,IMEC Clean process,2023-01-20 16:00:00,2023-01-20 19:00:00,homkar65,,LP1;MPC2,,3.0
407,PLINE300,DNS_6,31199/01655,,CTl clean,2023-01-17 18:00:00,2023-01-17 20:30:00,vdbroecn,,LP1;LP2;MPC8,,2.5
410,PLINE300,DNS_6,31499/00379,,imec clean 2wfrs,2023-01-11 09:30:00,2023-01-11 10:00:00,peissk91,,LP4;MPC2,,0.5
411,PLINE300,DNS_6,31499/01838,,For operations (CTL AE300587),2023-01-17 11:00:00,2023-01-17 13:00:00,devlie55,,LP1;MPC2,,2.0
412,PLINE300,DNS_6,36026/01221,,SPC HF2 improvement,2023-01-25 14:30:00,2023-01-25 15:30:00,gonzal15,,LP1;MPC2,,1.0
413,PLINE300,DNS_6,36026/01225,,DNS_6-MCP2 HF2 improvement,2023-01-24 09:00:00,2023-01-24 11:00:00,gonzal15,,LP1;MPC2;MPC5;MPC8,,2.0
414,PLINE300,DNS_9,31499/01838,,For operations (CTL AE234700),2023-01-18 16:30:00,2023-01-18 18:30:00,devlie55,,LP1;MPC13,,2.0
415,PLINE300,DNS_9,32005/00737,,recipe dummy run,2023-01-12 11:00:00,2023-01-12 12:00:00,lai86,,LP2;MPC21,,1.0
416,PLINE300,DNS_9,37092/02170,,CTL step 2 and 3 i.e.UV exposure,2023-01-23 13:00:00,2023-01-23 17:00:00,decost63,,LP4;MPC10,,4.0
417,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-17 14:00:00,2023-01-17 14:30:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5
419,PLINE300,DVPRIME_1,31199/01617,,scrod,2023-01-17 18:00:00,2023-01-17 18:30:00,gullo50,,LP1;LP2;PM_L1;PM_L2,,0.5
420,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-19 17:30:00,2023-01-19 18:00:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5
421,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-24 17:00:00,2023-01-24 17:30:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5
