,Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,FACILITY,IIO_Duration,IIO_User_id,Modules,Tool,WBS,LithoCluster,Scanners.id,TR_Cluster
530,2022-11-04 14:00:00,,NXE monitor,2022-11-04 15:00:00,,,PLINE300,1.0,aubert85,,H6300_2,31199/31811,,,
531,2022-11-04 14:00:00,,p,2022-11-04 16:00:00,,,PLINE300,2.0,goovae19,,H6300,31199/01755,,,
532,2022-11-04 14:00:00,,REcipe setting and testing,2022-11-04 17:00:00,,,PLINE300,3.0,tuncaa41,,ZETA,36003/02120,,,
534,2022-11-04 14:00:00,0.0,JSR Private,2022-11-04 16:18:11,2.247777777777778,krishn87,PLINE200,2.0,krishn87,,ASM750,31199/01513,,,
535,2022-11-04 14:00:00,0.0,xsem training,2022-11-04 15:33:59,1.426111111111111,villal56,PLINE200,1.5,vdepauw,,NOVA200,41603/49500,,,
536,2022-11-04 14:30:00,,d,2022-11-04 16:00:00,,,PLINE300,1.5,gupta76,PM,EDR7100,31199/01321,,,
537,2022-11-04 14:30:00,,Etch and RF chk,2022-11-04 17:30:00,,,PLINE300,3.0,fukui39,LP2;LP3;PM6,TEL_TACTRAS3,31199/02273,,,
539,2022-11-04 14:30:00,,Wafer processing,2022-11-04 16:00:00,,,PLINE300,1.5,feurpr61,LP3;PM6,TEL_TACTRAS2,98601/00962,,,
540,2022-11-04 14:59:02,,,2022-11-04 16:20:58,1.3655555555555556,claeseng,PLINE300,,,,SEMVISION,37093/02175,,,
541,2022-11-04 15:00:00,,aerg,2022-11-04 18:00:00,,,PLINE300,3.0,schoof76,PM,EP5,31199/01057,,,
542,2022-11-04 15:00:00,,cure of polymer,2022-11-04 19:00:00,,,PLINE200,4.0,noda11,,BLUE_M_BCB,31012/01649,,,
543,2022-11-04 15:00:00,,Madiran T2T Syama,2022-11-04 17:30:00,,,PLINE300,2.5,kissoo12,SN,EP5,31199/01918,,,
544,2022-11-04 15:00:00,,OPC;meas,2022-11-04 19:00:00,,,PLINE300,4.0,baerts,,H6300_2,31199/00653,,,
545,2022-11-04 15:00:00,,voor operations,2022-11-05 00:00:00,,,PLINE300,9.0,ramake29,,JVX7300M,36003/36502,,,
546,2022-11-04 15:01:59,,,2022-11-04 18:47:30,3.758611111111111,agiann70,PLINE300,,,,ENDURA_5,31299/01284,,,
547,2022-11-04 15:03:53,,,2022-11-04 15:21:00,0.2852777777777778,ledain47,PLINE300,,,,LAM_E5,98601/01062,,,
548,2022-11-04 15:30:00,,BSV etch,2022-11-04 17:00:00,,,PLINE300,1.5,brouri54,LP1;PM1,LAM_E6,31199/01918,,,
549,2022-11-04 15:30:00,,d,2022-11-04 16:30:00,,,PLINE300,1.0,gupta76,,GS1000,31199/01638,,,
550,2022-11-04 15:30:00,,use,2022-11-04 16:00:00,,,PLINE300,0.5,ledain47,LP2;PM4,LAM_E5,98601/01062,,,
551,2022-11-04 16:00:00,,measurement,2022-11-04 17:00:00,,,PLINE300,1.0,usmani63,PM,EDR7100,31199/02241,,,
552,2022-11-04 16:00:00,,proc,2022-11-04 17:00:00,,,PLINE300,1.0,shaaba29,,H6300,31199/01756,,,
553,2022-11-04 16:00:00,,test,2022-11-04 19:00:00,,,PLINE300,3.0,roy82,,HITACHI5000,38199/01905,,,
554,2022-11-04 16:30:00,,MaskR&D,2022-11-04 20:00:00,,,PLINE300,3.5,frommh38,,GS1000,31199/00651,,,
555,2022-11-04 16:30:00,0.0,devinp,2022-11-04 23:01:45,4.890555555555555,gooris43,PLINE200,5.5,gompou79,,KLA2351,32299/31838,,,
556,2022-11-04 16:31:09,,,2022-11-04 17:24:42,0.8925,claeseng,PLINE300,,,,HELIOS1200,38199/01951,,,
559,2022-11-04 17:00:00,,private,2022-11-04 18:00:00,,,PLINE300,1.0,fukumu91,,H6300,31199/02019,,,
560,2022-11-04 17:00:00,,PWEC3,2022-11-04 19:00:00,,,PLINE300,2.0,sah32,PM,EDR7100,31199/01920,,,
561,2022-11-04 18:00:00,,200 kV,2022-11-04 22:00:00,,,PLINE300,4.0,nalinm87,,TITAN,42199/00160,,,
562,2022-11-04 18:00:00,,DSA,2022-11-04 20:00:00,,,PLINE300,2.0,vanbel53,,H6300,31199/00650,,,
563,2022-11-04 18:00:00,,TAPES3,2022-11-04 21:00:00,,,PLINE300,3.0,yang33,PM,EP5,31199/01988,,,
564,2022-11-04 19:00:22,,,2022-11-04 21:50:50,2.841111111111111,sterke41,PLINE300,,,,HELIOS1200,39320/36502,,,
565,2022-11-04 20:00:00,,private,2022-11-05 00:00:00,,,PLINE300,4.0,fukumu91,,H6300,31199/02019,,,
566,2022-11-04 22:00:00,,MAZO with H2O process and recipe,2022-11-05 09:30:00,,,PLINE300,11.5,pavel13,LP1;PM1,XP4_4,31499/01284,,,
567,2022-11-04 22:02:06,,,2022-11-04 23:43:36,1.6916666666666669,vdstaey,PLINE300,,,,SEMVISION,39320/36502,,,
568,2022-11-04 22:06:12,,,2022-11-05 01:43:14,3.6172222222222223,derudd92,PLINE300,,,,HELIOS1200,39320/36502,,,
569,2022-11-05 00:00:00,,devinp,2022-11-05 06:00:00,,,PLINE300,6.0,debacker,,HITACHI5000,31199/00653,,,
570,2022-11-05 00:00:00,,proc dev,2022-11-05 09:00:00,,,PLINE300,9.0,ramane56,,H6300,31199/02273,,,
571,2022-11-05 00:20:07,,,2022-11-05 06:15:12,5.918055555555555,vdstaey,PLINE300,,,,SU8000,39320/36502,,,
572,2022-11-05 03:00:01,,,2022-11-05 05:50:14,2.8369444444444443,konecn85,PLINE300,,,,HELIOS1200_2,38199/02252,,,
573,2022-11-05 03:17:30,,,2022-11-05 05:56:55,2.656944444444445,vrebos45,PLINE300,,,,HELIOS1200,39320/36502,,,
574,2022-11-05 06:32:56,,,2022-11-05 18:05:01,11.53472222222222,peeter11,PLINE300,,,,VERIOS,36003/36502,,,
575,2022-11-05 06:45:41,,,2022-11-05 12:48:08,6.0408333333333335,verhoevj,PLINE300,,,,HELIOS1200,36003/36503,,,
578,2022-11-05 08:00:00,,proc dev,2022-11-05 09:30:00,,,PLINE300,1.5,ramane56,,H6300_2,31199/02273,,,
579,2022-11-05 08:30:00,,test,2022-11-05 09:00:00,,,PLINE300,0.5,le27,,SCD100,31199/30079,,,
580,2022-11-05 08:30:00,0.0,Test develop recipe,2022-11-05 12:00:00,2.9591666666666665,gomezg80,PLINE300,3.5,gomezg80,LP3;PM3,ALTUS,39424/01224,,,
581,2022-11-05 09:00:00,,For Genjima-san,2022-11-06 00:00:00,,,PLINE300,15.0,demand38,,H6300,31199/31021,,,
582,2022-11-05 09:00:00,,TEM;tem 200kv,2022-11-05 17:00:00,,,PLINE300,8.0,impagn97;han27,,TITAN,42199/00160,,,
583,2022-11-05 09:30:00,,measure wafers,2022-11-05 11:00:00,,,PLINE300,1.5,guzman11,,H6300_2,31199/00849,,,
584,2022-11-05 09:30:00,0.0,lot,2022-11-05 11:30:00,1.4302777777777778,han41,PLINE200,2.0,han41,,FUSIONBONDER,36671/01224,,,
585,2022-11-05 09:39:38,0.0,Process lot P223884 with a new r,2022-11-05 13:30:00,2.3336111111111117,vdveld25,PLINE200,3.5,vdveld25,LP1;CHB,DCVD_CF,39424/01224,,,
586,2022-11-05 10:00:00,,Inspection,2022-11-05 12:00:00,,,PLINE300,2.0,stiersj,,HELIOS1200,38199/01490,,,
587,2022-11-05 10:00:00,,T2T Madiran,2022-11-05 12:00:00,,,PLINE300,2.0,kissoo12,PM,EP5,31199/01755,,,
588,2022-11-05 10:01:19,,,2022-11-05 14:10:07,4.1466666666666665,gomezg80,PLINE300,,,,PRODUCER,39424/01224,,,
589,2022-11-05 10:56:41,,,2022-11-05 11:44:00,0.7886111111111112,stiersj,PLINE300,,,,SU8000,38199/01490,,,
590,2022-11-05 11:00:00,,meas,2022-11-05 15:00:00,,,PLINE300,4.0,popesc83,,H6300_2,31199/01897,,,
591,2022-11-05 11:30:00,2.0,devinp,2022-11-05 14:01:40,2.3994444444444443,vbelle62,PLINE300,2.0,vbelle62,,NX3DM,36003/01224,,,
595,2022-11-05 14:07:02,,,2022-11-05 18:14:27,4.123611111111111,pavlov38,PLINE300,,,,HELIOS1200,39320/36502,,,
596,2022-11-05 14:30:00,0.0,devinp,2022-11-05 17:31:26,1.4147222222222222,vbelle62,PLINE300,3.0,vbelle62,,NXWAFER,36003/01224,,,
597,2022-11-05 15:00:00,,sto,2022-11-05 19:00:00,,,PLINE300,4.0,bisschop,,H6300_2,31199/01988,,,
598,2022-11-05 15:05:39,,,2022-11-05 18:05:37,2.9994444444444444,verhoevj,PLINE300,,,,SEMVISION,36003/36503,,,
599,2022-11-05 16:00:00,,test,2022-11-05 18:00:00,,,PLINE300,2.0,robber85,PM,EDR7100,31199/30079,,,
600,2022-11-05 18:30:00,0.0,Ru CMP ATLAS2 M1,2022-11-06 00:00:00,2.3777777777777778,raymaek,PLINE300,5.5,raymaek,LP1;LP2;H4;PM3;PM1,REFLEXION,31399/00039,,,
601,2022-11-05 22:47:56,,,2022-11-06 01:35:54,2.7994444444444446,vdstaey,PLINE300,,,,VERIOS,39320/36502,,,
602,2022-11-05 22:55:04,,,2022-11-06 03:44:28,4.823333333333333,dusar,PLINE300,,,,SEMVISION,43001/01666,,,
603,2022-11-06 00:00:00,,Inspection,2022-11-06 02:00:00,,,PLINE300,2.0,feurpr61,,H6300,31199/02273,,,
604,2022-11-06 00:30:00,,TSV TEOS oxide CMP optiplane,2022-11-06 06:00:00,,,PLINE300,5.5,raymaek,LP1;LP2;H1;H2;H3;H4;PM2;PM3;PM1,REFLEXION_2,32099/01821,,,
605,2022-11-06 01:36:30,,,2022-11-06 04:44:53,3.1397222222222223,vdstaey,PLINE300,,,,HELIOS1200_2,39320/36502,,,
606,2022-11-06 04:45:18,,,2022-11-06 06:04:13,1.3152777777777778,vdstaey,PLINE300,,,,SEMVISION,39320/36502,,,
607,2022-11-06 06:00:00,,i,2022-11-06 10:00:00,,,PLINE300,4.0,caluwaer;dangol,,HELIOS1200,37092/02172,,,
608,2022-11-06 06:46:11,,,2022-11-06 16:23:59,9.63,peeter11,PLINE300,,,,VERIOS,36003/36502,,,
611,2022-11-06 08:54:17,,,2022-11-06 10:17:17,1.3833333333333333,gomezg80,PLINE300,,,,PRODUCER,39424/01222,,,
612,2022-11-06 09:00:00,,proc dev,2022-11-06 11:00:00,,,PLINE300,2.0,ramane56,,H6300,31199/02273,,,
613,2022-11-06 09:00:00,,Testing CHC (escalation),2022-11-06 14:00:00,,,PLINE300,5.0,gomezg80,LP1;LP2,PRODUCER,39424/01223,,,
614,2022-11-06 10:00:00,,CD,2022-11-06 14:00:00,,,PLINE300,4.0,jambal44,,HITACHI5000,31199/01918,,,
615,2022-11-06 10:00:00,,FIB,2022-11-06 13:00:00,,,PLINE300,3.0,impagn97,,HELIOS450,42199/00160,,,
616,2022-11-06 10:00:00,,sec,2022-11-06 13:00:00,,,PLINE300,3.0,nonaka89,,H6300_2,31007/30076,,,
617,2022-11-06 10:25:20,,,2022-11-06 11:32:16,1.1155555555555556,bangel19,PLINE200,,,,ENDURA1,39422/01224,,,
619,2022-11-06 11:00:00,,private,2022-11-06 12:30:00,,,PLINE300,1.5,kato70,,H6300,31199/02007,,,
620,2022-11-06 11:30:00,3.0,devinp,2022-11-06 16:44:06,5.194166666666667,vbelle62,PLINE300,5.0,vbelle62,,NX3DM,36003/01224,,,
621,2022-11-06 12:30:00,,private,2022-11-06 16:30:00,,,PLINE300,4.0,fukumu91,,H6300,31199/02019,,,
623,2022-11-06 13:00:00,,TEM,2022-11-06 17:00:00,,,PLINE300,4.0,impagn97,,TITAN,42199/00160,,,
625,2022-11-06 16:00:00,,test,2022-11-06 18:00:00,,,PLINE300,2.0,robber85,PM,EDR7100,31199/30079,,,
626,2022-11-06 16:30:00,,AP3 work,2022-11-07 01:00:00,,,PLINE300,8.5,fukumu91,,H6300,31199/02008,,,
627,2022-11-06 17:00:00,,meas,2022-11-07 06:00:00,,,PLINE300,13.0,kato15,,H5000_2,31199/30117,,,
628,2022-11-06 17:30:00,,apc;APC,2022-11-07 07:00:00,,,PLINE300,13.5,rincon,,H6300_2,31199/01756,,,
629,2022-11-06 20:02:34,,,2022-11-06 20:26:59,0.4069444444444444,rutkow29,PLINE300,,,,HELIOS1200_2,39320/36502,,,
630,2022-11-06 22:00:00,,Mo CTL lot,2022-11-07 14:30:00,,,PLINE300,16.5,raymaek,LP1;LP2;H1;PM2;PM3;PM1,REFLEXION_2,31399/00039,,,
631,2022-11-07 00:00:00,,MAZO w/ H2O process development,2022-11-07 08:30:00,,,PLINE300,8.5,pavel13,LP1;PM1,XP4_4,31499/01284,,,
632,2022-11-07 00:00:00,,test,2022-11-07 01:00:00,,,PLINE300,1.0,furuka28,,HITACHI5000,31199/01513,,,
634,2022-11-07 01:00:00,,private,2022-11-07 06:00:00,,,PLINE300,5.0,fukumu91,,H6300,31199/02019,,,
635,2022-11-07 06:00:00,,DSA,2022-11-07 08:30:00,,,PLINE300,2.5,vanbel53,,H6300,31199/00650,,,
636,2022-11-07 06:00:00,,i,2022-11-07 08:00:00,,,PLINE300,2.0,engelen,,SEMVISION,31029/01811,,,
637,2022-11-07 06:30:00,,inspection lots,2022-11-07 10:00:00,,,PLINE300,3.5,pittev,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,38199/00432,,,
638,2022-11-07 06:30:00,1.0,devinp,2022-11-07 14:52:57,7.629444444444444,gompou79,PLINE200,7.5,gompou79,,KLA2351,32299/31838,,,
639,2022-11-07 07:00:00,,AL224948,2022-11-07 08:30:00,,,PLINE300,1.5,moelants,,HITACHI4000,98850/98097,,,
640,2022-11-07 07:00:00,,AL224948,2022-11-07 08:30:00,,,PLINE300,1.5,moelants,,HITACHI5000,98850/98097,,,
641,2022-11-07 07:00:00,,proc dev,2022-11-07 10:00:00,,,PLINE300,3.0,ramane56,,H6300_2,31199/02273,,,
642,2022-11-07 07:12:38,2.0,iLiME ID:20220819-103159-sinha70,2022-11-07 10:30:00,3.063055555555556,dara85,PLINE300,3.0,dara85,,TXRF300,31499/00379,,,
643,2022-11-07 07:30:00,,TEMprep,2022-11-07 14:00:00,,,PLINE300,6.5,nelisl,,HELIOS450,42199/00160,,,
644,2022-11-07 08:00:00,,q,2022-11-07 09:00:00,,,PLINE300,1.0,vdbroecn,,GS1000,31199/31811,,,
645,2022-11-07 08:00:00,,q,2022-11-07 10:00:00,,,PLINE300,2.0,vdbroecn,PM,EDR7100,31199/01655,,,
646,2022-11-07 08:00:00,,TEM,2022-11-07 10:00:00,,,PLINE300,2.0,faviap,,TITAN,42199/00160,,,
650,2022-11-07 08:00:00,3.0,sem,2022-11-07 12:11:44,2.2288888888888887,beirnaer,PLINE300,4.0,dvriendt;beirnaer,,SEMVISION,32299/00013,,,
651,2022-11-07 08:02:15,,,2022-11-07 13:45:05,5.713888888888889,claeseng,PLINE300,,,,VERIOS,32005/01718,,,
653,2022-11-07 08:30:00,,for arnaud,2022-11-07 11:00:00,,,PLINE300,2.5,hareen73,,H6300,31199/02273,,,
654,2022-11-07 08:30:00,,"GaO, ZnO, InO, IGZO dep rates",2022-11-07 09:00:00,,,PLINE300,0.5,agiann70,,F5_SCD,31499/01284,,,
655,2022-11-07 08:30:00,,phase analysis,2022-11-07 17:00:00,,,PLINE300,8.5,richardo,,TECNAIF30,42199/00160,,,
656,2022-11-07 08:30:00,,test,2022-11-07 09:00:00,,,PLINE300,0.5,wouter12,,SCD100,31199/30079,,,
657,2022-11-07 08:30:00,,use,2022-11-07 10:00:00,,,PLINE300,1.5,popesc83,BOTL,TRDUOS,31199/01897,,,
658,2022-11-07 08:55:52,,,2022-11-07 10:52:27,1.9430555555555555,goovae19,PLINE300,,,,H6300,31199/00650,,,
659,2022-11-07 09:00:00,,ALD AlOx + HfOx,2022-11-07 17:00:00,,,PLINE300,8.0,cochet,,SAVANNAH,31199/01765,,,
660,2022-11-07 09:00:00,,APC,2022-11-07 11:00:00,,,PLINE300,2.0,schelc12,SN,EP5,31199/01057,,,
661,2022-11-07 09:00:00,,bnvvnc bc,2022-11-07 12:00:00,,,PLINE300,3.0,schoof76,PM,EP5,31199/00653,,,
663,2022-11-07 09:00:00,,coupon samples for Donggyu Kim,2022-11-07 11:00:00,,,PLINE300,2.0,ripj,,METRIXL,32005/01299,,,
664,2022-11-07 09:00:00,,FF,2022-11-07 11:00:00,,,PLINE300,2.0,singh36,,GS1000,31199/31074,,,
665,2022-11-07 09:00:00,,stitch,2022-11-07 11:00:00,,,PLINE300,2.0,vlookl,,HITACHI5000,31199/01878,,,
666,2022-11-07 09:00:00,,TCB 200C 500g 30sec,2022-11-07 13:00:00,,,PLINE200,4.0,kang10,,FC150,32299/01084,,,
667,2022-11-07 09:00:00,,training,2022-11-07 11:00:00,,,PLINE300,2.0,beggia74,,PROVISION2E,31199/00653,,,
668,2022-11-07 09:00:00,0.0,xsem,2022-11-07 10:00:00,0.5613888888888889,vdepauw,PLINE200,1.0,vdepauw,,NOVA200,41603/41380,,,
669,2022-11-07 09:01:55,0.0,Check lot that failed,2022-11-07 11:30:00,0.9416666666666668,talmel16,PLINE300,2.0,talmel16,,MH300,31499/00432,,,
670,2022-11-07 09:30:00,,etch,2022-11-07 11:30:00,,,PLINE300,2.0,demand38,LP2;PM1,TEL_TACTRAS3,31199/31021,,,
671,2022-11-07 09:30:00,,He14.4 H2 3.6 N2 0.3 O2 0.3,2022-11-07 11:30:00,,,PLINE200,2.0,kang10,,SETNA,32299/01084,,,
672,2022-11-07 09:30:00,,Strip of Illuminator wafers,2022-11-07 11:00:00,,,PLINE200,1.5,nedelj21,PM2;PM3,SPTS_OMEGA,36004/01224,,,
673,2022-11-07 09:30:00,0.0,Process development,2022-11-07 10:30:00,0.4747222222222222,rupp93,PLINE300,1.0,rupp93,,NOVA200_2,97406/01934,,,
674,2022-11-07 09:30:09,,,2022-11-07 09:30:28,0.0052777777777777,carval53,PLINE200,,,,P7_HITEMP,30990/32063,,,
675,2022-11-07 09:57:08,0.0,HMI,2022-11-07 11:00:00,0.7752777777777777,vallat65,PLINE300,1.0,vallat65,LP1;PM6,TEL_TACTRAS3,98601/31507,,,
676,2022-11-07 10:00:00,,Devinps,2022-11-07 14:00:00,,,PLINE300,4.0,gompou79,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,36003/36503,,,
677,2022-11-07 10:00:00,,MAZO w/ H2O process development,2022-11-07 11:00:00,,,PLINE300,1.0,pavel13,,F5_SCD,31499/01284,,,
678,2022-11-07 10:00:00,,meting,2022-11-07 12:00:00,,,PLINE300,2.0,gillijns,,H6300_2,31199/00653,,,
679,2022-11-07 10:00:00,,PWEC3,2022-11-07 12:00:00,,,PLINE300,2.0,sah32,PM,EDR7100,31199/01920,,,
680,2022-11-07 10:00:00,,SiN/SiO,2022-11-07 14:00:00,,,PLINE300,4.0,khazak83,,JVX7300M,30990/32063,,,
681,2022-11-07 10:00:00,,TEM prep,2022-11-07 17:30:00,,,PLINE300,7.5,drijboom,,HELIOS_G5,42199/00160,,,
682,2022-11-07 10:00:00,0.0,Insp,2022-11-07 11:11:33,0.8166666666666667,engelen,PLINE300,0.5,engelen,,INS300,98601/31507,,,
683,2022-11-07 10:30:00,,IGZO SPC and MAZO development,2022-11-07 14:30:00,,,PLINE300,4.0,pavel13,,2830ZT,31499/01284,,,
684,2022-11-07 10:30:00,,sem,2022-11-07 11:00:00,,,PLINE300,0.5,tsvetani,,NOVA200_2,38199/01838,,,
685,2022-11-07 11:00:00,,200 mm Tapeframe,2022-11-07 12:00:00,,,PLINE200,1.0,coulso66,,LASERDEBOND,44286/44542,,,
686,2022-11-07 11:00:00,,BSPDN2,2022-11-07 12:30:00,,,PLINE300,1.5,wang87,,ARCHER700,32299/00588,,,
687,2022-11-07 11:00:00,,Couposn XRR,2022-11-07 17:00:00,,,PLINE300,6.0,chan63,,METRIXL,32399/32869,,,
688,2022-11-07 11:00:00,,etch,2022-11-07 13:00:00,,,PLINE300,2.0,paolil45,LP1;PM6,TEL_TACTRAS3,31199/01988,,,
689,2022-11-07 11:00:00,,fdfdfdfa,2022-11-07 12:00:00,,,PLINE300,1.0,schoof76,SN,EP5,31199/00653,,,
690,2022-11-07 11:00:00,,i,2022-11-07 13:00:00,,,PLINE300,2.0,doise23,,HITACHI5000,31199/31247,,,
692,2022-11-07 11:00:00,,internal development,2022-11-07 18:00:00,,,PLINE300,7.0,homkar65,LP1,XP4_2,30990/32063,,,
693,2022-11-07 11:00:00,,internal development,2022-11-08 00:00:00,,,PLINE300,13.0,homkar65,PM2,XP4_2,30990/32063,,,
694,2022-11-07 11:00:00,,m,2022-11-07 12:00:00,,,PLINE300,1.0,vdries51,,H6300,31199/01413,,,
696,2022-11-07 11:29:57,0.0,coupon etch,2022-11-07 13:00:00,0.6077777777777778,chan63,PLINE300,1.5,chan63,LP1;PM3,LAM_E6_2,32399/32869,,,
697,2022-11-07 11:30:00,,burn in new target,2022-11-07 14:00:00,,,PLINE300,2.5,devul,LP2;CH2_MC,ENDURA_5,38199/01593,,,
698,2022-11-07 11:30:00,,Preclean tests,2022-11-07 16:00:00,,,PLINE300,4.5,devul,LP1;CHF,ENDURA_5,31499/02121,,,
699,2022-11-07 12:00:00,,APC,2022-11-07 13:00:00,,,PLINE300,1.0,schelc12,SN,EP5,31199/01057,,,
700,2022-11-07 12:00:00,,HF-O3-APM clean of bare si,2022-11-07 13:00:00,,,PLINE300,1.0,drent34,LP1;LP2;MPC8,DNS_6,31199/31811,,,
701,2022-11-07 12:00:00,,m,2022-11-07 13:00:00,,,PLINE300,1.0,vdries51,BOTL,TRDUOS,31199/01413,,,
702,2022-11-07 12:00:00,,m,2022-11-08 00:00:00,,,PLINE300,12.0,jehoulc,,YS375,31199/01880,,,
703,2022-11-07 12:00:00,,measure,2022-11-07 13:00:00,,,PLINE300,1.0,paolil45,,H6300,31199/01988,,,
704,2022-11-07 12:00:00,,measurement,2022-11-07 12:30:00,,,PLINE200,0.5,tricas85,,SP1_DLS,30990/32063,,,
705,2022-11-07 12:00:00,,scrjdp,2022-11-07 13:00:00,,,PLINE300,1.0,vanderey,,H6300_2,31199/31191,,,
706,2022-11-07 12:20:44,,,2022-11-07 13:46:45,1.4336111111111112,dutrow20,PLINE300,,,,SEMVISION,39320/36502,,,
707,2022-11-07 12:30:00,,use,2022-11-07 18:00:00,,,PLINE300,5.5,gronhe29,,ARCHER700,31199/01920,,,
708,2022-11-07 12:49:54,1.0,BB305 bond quality,2022-11-07 17:06:00,4.2683333333333335,ghosh40,PLINE200,3.0,ghosh40,,TEMP_BONDER,98500/01852,,,
709,2022-11-07 13:00:00,,EUR_Use,2022-11-07 14:00:00,,,PLINE300,1.0,her70,,H6300_2,31199/01680,,,
710,2022-11-07 13:00:00,,GATR FTIR on coupons,2022-11-07 13:30:00,,,PLINE300,0.5,chan63,,FTIR_2,32399/32869,,,
711,2022-11-07 13:00:00,,HF etch,2022-11-07 14:30:00,,,PLINE300,1.5,jeon73,LP1;SM2,DNS_4,30990/32063,,,
712,2022-11-07 13:00:00,,intel,2022-11-07 14:00:00,,,PLINE300,1.0,guzman11,,H6300,31199/00849,,,
713,2022-11-07 13:00:00,,NXE monitor,2022-11-07 14:00:00,,,PLINE300,1.0,aubert85,,HITACHI5000,31199/31811,,,
714,2022-11-07 13:00:00,,PWEC3,2022-11-07 19:00:00,,,PLINE300,6.0,sah32,PM,EDR7100,31199/01920,,,
716,2022-11-07 13:00:00,0.0,Training EBSD Myriam Van De Peer,2022-11-07 16:00:00,2.4586111111111117,vdpeer,PLINE200,3.0,jmesse,,XL30_CF,32099/01506,,,
717,2022-11-07 13:10:01,,,2022-11-07 15:43:52,2.5641666666666665,goovae19,PLINE300,,,,EXTREME_2,36003/36502,,,
718,2022-11-07 13:30:00,,APC,2022-11-07 15:00:00,,,PLINE300,1.5,hasan30,PM,EP5,31199/01391,,,
719,2022-11-07 13:30:00,,BB305 strip,2022-11-07 15:00:00,,,PLINE200,1.5,ghosh40,,DEBOND_CLEANER,98500/01852,,,
720,2022-11-07 13:30:00,,Inpria,2022-11-07 18:00:00,,,PLINE300,4.5,giorda12,,FTIR_2,31199/31247,,,
721,2022-11-07 13:30:00,,training Sander and coupons,2022-11-07 23:30:00,,,PLINE300,10.0,jussot18,,EBEAM300,36056/36502,,,
722,2022-11-07 14:00:00,,CLC recipe tuning,2022-11-07 17:00:00,,,PLINE300,3.0,sugawa19,LP1;LP2;CL1B;CL2B;CL3B;CL4B;CL1A;CL2A;CL3A;CL4A;PM_B;PM_D,F_REX300X_2,31399/01183,,,
723,2022-11-07 14:00:00,,i,2022-11-07 15:00:00,,,PLINE300,1.0,maes72,,SEMVISION,31029/01811,,,
724,2022-11-07 14:00:00,,Inpria,2022-11-07 16:00:00,,,PLINE300,2.0,doise23,,HITACHI5000,31199/31247,,,
725,2022-11-07 14:00:00,,LF process development,2022-11-07 16:00:00,,,PLINE300,2.0,dith82,LP1;LP2;LP3;LP4;PM_L2,DVPRIME_1,98600/31827,,,
726,2022-11-07 14:00:00,,MAZO w/ H2O process development,2022-11-07 15:00:00,,,PLINE300,1.0,pavel13,,F5_SCD,31499/01284,,,
727,2022-11-07 14:00:00,,p,2022-11-07 15:00:00,,,PLINE300,1.0,goovae19,,H6300_2,31199/01755,,,
728,2022-11-07 14:00:00,0.0,IGZO,2022-11-07 19:21:55,2.751388888888889,agiann70,PLINE300,5.0,agiann70,LP2;CH4_MC;CHE,ENDURA_5,31299/01284,,,
729,2022-11-07 14:00:00,0.0,xsem,2022-11-07 15:10:02,0.8552777777777778,vais,PLINE300,1.0,vais,,NOVA200_2,97700/01345,,,
730,2022-11-07 14:00:00,1.0,Process AL219516,2022-11-07 21:30:00,5.157222222222222,vdweeg61,PLINE300,7.5,vdweeg61,LP1;LP2;LP3;LP4;PM_A;PM_B,F_REX300X_1,38199/01284,,,
731,2022-11-07 14:00:00,1.0,spc test,2022-11-07 15:11:40,0.9986111111111112,pena,PLINE300,1.0,pena,,JVX7300M,98600/01847,,,
732,2022-11-07 14:06:56,,,2022-11-07 16:00:17,1.8891666666666669,dith82,PLINE300,,,,DVPRIME_1,36026/01967,,,
733,2022-11-07 14:07:22,,,2022-11-07 14:52:03,0.7447222222222222,konecn85,PLINE300,,,,SEMVISION,32299/01899,,,
734,2022-11-07 14:09:07,,,2022-11-07 18:15:57,4.113888888888889,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,
735,2022-11-07 14:30:00,,CIPT full wafer check,2022-11-07 17:00:00,,,PLINE200,2.5,talmel16,,CIPT,31499/02047,,,
736,2022-11-07 14:30:00,,DSA,2022-11-08 00:00:00,,,PLINE300,9.5,verstr99;vanbel53,BOTL,TRDUOS,31199/00650,,,
737,2022-11-07 14:30:00,,MAZO proces develop,2022-11-07 16:00:00,,,PLINE300,1.5,thukka30,,2830ZT,30990/32063,,,
738,2022-11-07 15:00:00,,APC,2022-11-07 16:30:00,,,PLINE300,1.5,hasan30,SN,EP5,31199/01876,,,
739,2022-11-07 15:00:00,,CTL lot AL216144/19 by operation,2022-11-07 17:00:00,,,PLINE300,2.0,heylen,LP1;DCM4,XP8,31399/00039,,,
740,2022-11-07 15:00:00,,For Max,2022-11-07 16:30:00,,,PLINE300,1.5,delorm67,PM,EP5,31199/01057,,,
741,2022-11-07 15:00:00,,p,2022-11-07 16:30:00,,,PLINE300,1.5,goovae19,,H6300_2,31199/01617,,,
742,2022-11-07 15:00:00,0.0,Devinps,2022-11-07 17:00:00,1.4325,janard53,PLINE300,2.0,janard53,,SEMVISION,00999/00505,,,
