,FACILITY,Tool,WBS,Cluster,Description,Begin,End,IIO_User_id,Fab300_User_id,Modules,Fab300_Duration,IIO_Duration,TR_Cluster,id
692,PLINE200,TEMP_BONDER,36671/01224,,200MM SPC LF2,2023-01-06 16:00:00,2023-01-06 18:00:00,ameghn57,,,,2.0,,615
693,PLINE200,TEMP_BONDER,36671/01224,,SPC200MM,2023-01-09 10:00:00,2023-01-09 12:00:00,ameghn57,,,,2.0,,616
694,PLINE200,TEMP_BONDER,36671/01224,,W2W bonding overlay,2023-01-13 06:30:00,2023-01-13 08:00:00,ameghn57,,,,1.5,,617
695,PLINE200,TEMP_BONDER,36671/01224,,Training TTV,2023-01-13 09:00:00,2023-01-13 10:30:00,lefevr14,,,,1.5,,618
696,PLINE200,TEMP_BONDER,36671/01224,,lot,2023-01-26 09:00:00,2023-01-26 11:00:00,han41,,,,2.0,,619
697,PLINE200,WYCO,43699/01505,,measurement,2023-01-10 10:00:00,2023-01-10 12:00:00,salaho63,,,,2.0,,620
698,PLINE200,WYCO,97401/00942,,measurement,2023-01-03 14:00:00,2023-01-03 17:00:00,halbac65,,,,3.0,,621
699,PLINE200,WYCO,98300/01618,,Topography on Canopus1 D18,2023-01-05 09:00:00,2023-01-05 13:30:00,zunic13,,,,4.5,,622
700,PLINE200,WYCO,98300/01618,,Canopus1 D18 Mirrors topography,2023-01-06 12:00:00,2023-01-06 18:30:00,zunic13,,,,6.5,,623
701,PLINE200,WYCO,98300/01618,,Measurement D18,2023-01-10 12:00:00,2023-01-10 17:30:00,zunic13,,,,5.5,,624
702,PLINE200,WYCO,98300/01618,,D18,2023-01-16 10:00:00,2023-01-16 14:00:00,zunic13,,,,4.0,,625
703,PLINE200,WYCO,98300/01618,,D18,2023-01-24 09:30:00,2023-01-24 16:00:00,zunic13,,,,6.5,,626
704,PLINE200,XL30_CF,32099/01506,,EBSD-meting Myriam Van De Peer,2023-01-09 13:00:00,2023-01-09 17:30:00,jmesse,,,,4.5,,627
705,PLINE200,XL30_CF,97406/01185,,cross-section,2023-01-03 15:30:00,2023-01-03 16:30:00,wodarz95,,,,1.0,,628
706,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-05 10:00:00,2023-01-05 10:30:00,wodarz95,,,,0.5,,629
707,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-05 13:30:00,2023-01-05 14:00:00,wodarz95,,,,0.5,,630
708,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-10 15:00:00,2023-01-10 15:30:00,wodarz95,,,,0.5,,631
709,PLINE200,XL30_CF,97406/01185,,cross section,2023-01-12 15:30:00,2023-01-12 16:00:00,wodarz95,,,,0.5,,632
710,PLINE300,2830ZT,30990/32063,,Internal process development,2023-01-03 16:00:00,2023-01-03 17:30:00,chauha79,,,,1.5,,633
711,PLINE300,2830ZT,30990/32063,,Process development ZMO,2023-01-09 14:00:00,2023-01-09 15:30:00,chauha79,,,,1.5,,634
712,PLINE300,2830ZT,30990/32063,,spc,2023-01-19 10:30:00,2023-01-19 14:30:00,kramac15,,,,4.0,,635
713,PLINE300,2830ZT,31499/00379,,XRF,2023-01-24 12:30:00,2023-01-24 15:00:00,peissk91,,,,2.5,,636
714,PLINE300,2830ZT,31499/01284,,MAZO and binaries w/ O3,2023-01-05 12:30:00,2023-01-05 14:30:00,pavel13,,,,2.0,,637
715,PLINE300,2830ZT,31499/01284,,Binaries w/ O3,2023-01-09 09:30:00,2023-01-09 11:00:00,pavel13,,,,1.5,,638
716,PLINE300,2830ZT,31499/01284,,Mazo Binaries w/ O3,2023-01-10 09:00:00,2023-01-10 10:30:00,pavel13,,,,1.5,,639
717,PLINE300,2830ZT,31499/01284,,Mazo Binaries w/ O3,2023-01-11 10:30:00,2023-01-11 12:00:00,pavel13,,,,1.5,,640
718,PLINE300,2830ZT,31499/01284,,AT335454,2023-01-11 15:00:00,2023-01-11 17:00:00,mandal97,,,,2.0,,641
719,PLINE300,2830ZT,31499/01284,,XRF,2023-01-17 15:00:00,2023-01-17 16:00:00,mandal97,,,,1.0,,642
720,PLINE300,2830ZT,31499/01284,,XRF,2023-01-17 17:00:00,2023-01-17 18:00:00,mandal97,,,,1.0,,643
721,PLINE300,2830ZT,31499/01284,,XRF,2023-01-18 16:30:00,2023-01-18 18:00:00,mandal97,,,,1.5,,644
722,PLINE300,2830ZT,31499/01490,,XRF,2023-01-18 14:30:00,2023-01-18 15:30:00,mandal97,,,,1.0,,645
723,PLINE300,2830ZT,31499/01715,,XRF daVinci,2023-01-23 14:00:00,2023-01-23 17:00:00,witterst,,,,3.0,,646
724,PLINE300,2830ZT,32005/01084,,AE216026,2023-01-18 11:00:00,2023-01-18 14:00:00,annama94,,,,3.0,,647
725,PLINE300,2830ZT,32005/01084,,AE216026 Measurement,2023-01-23 11:00:00,2023-01-23 13:00:00,annama94,,,,2.0,,648
726,PLINE300,2830ZT,36003/01221,,SPC test after xmas shutdown,2023-01-02 15:30:00,2023-01-02 17:00:00,dara85,,,,1.5,,649
727,PLINE300,A412,39425/01224,,Particle investigation,2023-01-16 10:00:00,2023-01-17 08:00:00,ceuppenj,,LP1;PM2,,22.0,,650
728,PLINE300,A412_4,30990/02249,,silcore customer demo,2023-01-26 10:00:00,2023-01-27 00:00:00,houben21,,LP2;PM2,,14.0,,651
729,PLINE300,A412_4,39425/01221,,OE implementation filler wafers,2023-01-20 09:30:00,2023-01-20 11:30:00,ceuppenj,,LP1;LP2;PM1,,2.0,,652
730,PLINE300,AIXTRON,32414/01367,,III-V,2023-01-17 15:00:00,2023-01-17 19:00:00,alcott43,,LP1;PM3,,4.0,,653
731,PLINE300,AIXTRON,32414/01368,,III-V,2023-01-19 10:00:00,2023-01-19 17:00:00,alcott43,,LP1;PM3,,7.0,,654
732,PLINE300,AIXTRON,32414/01368,,III-V,2023-01-20 09:00:00,2023-01-20 20:00:00,alcott43,,LP1;PM3,,11.0,,655
733,PLINE300,ALERIS,30990/02249,,Long measurement,2023-01-06 17:00:00,2023-01-06 18:00:00,mehdi55,,,,1.0,,656
734,PLINE300,ALERIS,31007/30076,,sec,2023-01-15 17:00:00,2023-01-15 18:00:00,nonaka89,,,,1.0,,657
735,PLINE300,ALERIS,31007/30076,,sec,2023-01-19 09:30:00,2023-01-19 10:00:00,nonaka89,,,,0.5,,658
736,PLINE300,ALERIS,31007/30076,,sec,2023-01-19 11:00:00,2023-01-19 12:00:00,nonaka89,,,,1.0,,659
737,PLINE300,ALERIS,31199/01413,,m,2023-01-23 15:00:00,2023-01-23 15:30:00,vdries51,,,,0.5,,660
738,PLINE300,ALERIS,31199/01413,,m,2023-01-23 17:00:00,2023-01-23 17:30:00,vdries51,,,,0.5,,661
739,PLINE300,ALERIS,31199/01513,,JSR,2023-01-11 17:00:00,2023-01-11 18:00:00,thomas96,,,,1.0,,662
740,PLINE300,ALERIS,31199/01988,,Long measurement,2023-01-12 19:00:00,2023-01-12 21:00:00,fallic50,,,,2.0,,663
741,PLINE300,ALERIS,31199/01988,,thickness measurment,2023-01-20 17:30:00,2023-01-20 18:00:00,naqvi66,,,,0.5,,664
742,PLINE300,ALERIS,31199/30079,,test,2023-01-20 17:00:00,2023-01-20 17:30:00,dilien72,,,,0.5,,665
743,PLINE300,ALERIS,31199/30092,,Private use,2023-01-12 13:00:00,2023-01-12 14:00:00,oguma46,,,,1.0,,666
744,PLINE300,ALERIS,31199/30092,,Private use,2023-01-12 15:00:00,2023-01-12 16:00:00,oguma46,,,,1.0,,667
745,PLINE300,ALERIS,31199/30092,,Private use,2023-01-13 09:00:00,2023-01-13 10:00:00,oguma46,,,,1.0,,668
746,PLINE300,ALERIS,31199/30092,,Private use,2023-01-18 13:00:00,2023-01-18 13:30:00,oguma46,,,,0.5,,669
747,PLINE300,ALERIS,31199/30092,,Private use,2023-01-24 13:00:00,2023-01-24 14:00:00,oguma46,,,,1.0,,670
748,PLINE300,ALERIS,31199/31147,,rax,2023-01-17 17:00:00,2023-01-17 18:00:00,kim69,,,,1.0,,671
749,PLINE300,ALERIS,31199/31147,,rax,2023-01-19 17:00:00,2023-01-19 18:00:00,kim69,,,,1.0,,672
750,PLINE300,ALERIS,31199/31147,,rax,2023-01-19 19:00:00,2023-01-19 20:00:00,kim69,,,,1.0,,673
751,PLINE300,ALERIS,31199/31147,,rax,2023-01-21 11:00:00,2023-01-21 12:00:00,kim69,,,,1.0,,674
752,PLINE300,ALERIS,31199/31147,,rax,2023-01-21 13:00:00,2023-01-21 14:00:00,kim69,,,,1.0,,675
753,PLINE300,ALERIS,31199/31147,,rax,2023-01-21 19:00:00,2023-01-21 21:00:00,kim69,,,,2.0,,676
754,PLINE300,ALERIS,31199/31191,,hdowe,2023-01-19 13:00:00,2023-01-19 14:00:00,caron34,,,,1.0,,677
755,PLINE300,ALERIS,31199/31191,,test,2023-01-19 15:00:00,2023-01-19 16:00:00,caron34,,,,1.0,,678
756,PLINE300,ALERIS,31199/31247,,Inpria,2023-01-06 11:00:00,2023-01-06 12:00:00,choudr12,,,,1.0,,679
757,PLINE300,ALERIS,31199/31247,,Inpria,2023-01-06 13:00:00,2023-01-06 14:00:00,choudr12,,,,1.0,,680
758,PLINE300,ALERIS,31199/31247,,Inpria,2023-01-06 15:00:00,2023-01-06 16:00:00,choudr12,,,,1.0,,681
759,PLINE300,ALERIS,31199/31247,,meting,2023-01-13 11:00:00,2023-01-13 12:00:00,haq59,,,,1.0,,682
760,PLINE300,ALERIS,31199/31247,,meting,2023-01-13 13:00:00,2023-01-13 14:00:00,haq59,,,,1.0,,683
761,PLINE300,ALERIS,31199/31247,,meting,2023-01-13 15:00:00,2023-01-13 16:00:00,haq59,,,,1.0,,684
762,PLINE300,ALERIS,31199/31247,,meting,2023-01-20 11:00:00,2023-01-20 12:00:00,haq59,,,,1.0,,685
763,PLINE300,ALERIS,31199/31247,,meting,2023-01-20 13:00:00,2023-01-20 14:00:00,haq59,,,,1.0,,686
764,PLINE300,ALERIS,32005/01675,,SiGe measurement,2023-01-17 11:00:00,2023-01-17 12:00:00,muraki29,,,,1.0,,687
765,PLINE300,ALERIS,98601/36003,,ER test,2023-01-24 11:00:00,2023-01-24 12:00:00,vecchio,,,,1.0,,688
766,PLINE300,ANELVA_2,31499/02041,,"HOT DEPOSITION AE300587,AE234700",2023-01-17 07:00:00,2023-01-18 00:00:00,mertenss,,CHA;CHB;CHE;CHF;CHG;CHI;CHJ;CHK;CHL;LP1;LP2;LP3,,17.0,,689
767,PLINE300,ANELVA_3,31299/02061,,IBE etch development,2023-01-23 14:00:00,2023-01-23 18:00:00,li17,,CHA;LP3,,4.0,,690
768,PLINE300,ANELVA_3,38199/01284,,IGZO IBE etch,2023-01-26 09:30:00,2023-01-26 11:00:00,li17,,CHA;LP3,,1.5,,691
769,PLINE300,ARCHER700,31199/01920,,Use,2023-01-09 10:00:00,2023-01-10 10:00:00,gronhe29,,,,24.0,,692
770,PLINE300,ARCHER700,31199/01920,,Use,2023-01-10 17:30:00,2023-01-11 12:00:00,gronhe29,,,,18.5,,693
771,PLINE300,ARCHER700,31199/01920,,Use,2023-01-12 04:00:00,2023-01-13 00:00:00,gronhe29,,,,20.0,,694
772,PLINE300,ARCHER700,31199/01920,,Use;pwec,2023-01-25 14:00:00,2023-01-26 06:00:00,baudem;gronhe29,,,,16.0,,695
773,PLINE300,ARCHER700,31199/31191,,scrjdp,2023-01-11 12:00:00,2023-01-12 04:00:00,vanderey,,,,16.0,,696
774,PLINE300,ARCHER700,31199/31191,,scrjdp,2023-01-16 17:00:00,2023-01-17 10:00:00,vanderey,,,,17.0,,697
775,PLINE300,ARCHER700,38199/01836,,recipe setup,2023-01-04 09:00:00,2023-01-04 10:30:00,baudem,,,,1.5,,698
776,PLINE300,ARCHER700,38199/01836,,setup recipe,2023-01-10 16:00:00,2023-01-10 17:30:00,baudem,,,,1.5,,699
777,PLINE300,ARCHER700,38199/01836,,setup,2023-01-13 15:00:00,2023-01-13 15:30:00,baudem,,,,0.5,,700
778,PLINE300,ARCHER700,38199/02270,,job optimization,2023-01-16 13:00:00,2023-01-16 17:00:00,mingar54,,,,4.0,,701
779,PLINE300,ARCHER700,38199/02270,,AL229072,2023-01-17 10:00:00,2023-01-17 12:30:00,mingar54,,,,2.5,,702
780,PLINE300,CENTURA_EPI,39421/36503,,Bottle change Si2H6,2023-01-10 09:00:00,2023-01-10 15:00:00,dubois41,,CHB;LP1,,6.0,,703
781,PLINE300,CENTURA_IIIV,39421/36503,,Bottle swap 10%H2S/He (E27B),2023-01-10 09:00:00,2023-01-10 15:00:00,roekens,,EPI;LP1,,6.0,,704
782,PLINE300,CIRCL,32102/01048,,DEVINPs,2023-01-05 15:30:00,2023-01-05 18:00:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3,,2.5,,705
783,PLINE300,CIRCL,32299/00013,,Glass wfr,2023-01-10 08:00:00,2023-01-10 09:00:00,cochet,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,1.0,,706
784,PLINE300,CIRCL,32299/00013,,test,2023-01-11 08:00:00,2023-01-11 10:30:00,cochet,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,2.5,,707
785,PLINE300,CIRCL,32299/00013,,test,2023-01-13 09:00:00,2023-01-13 10:00:00,cochet,,LP1;LP2;LP3;PM1;PM2;PM3,,1.0,,708
786,PLINE300,CIRCL,32299/00013,,ins,2023-01-20 12:00:00,2023-01-20 13:30:00,dvriendt,,LP1;LP2;LP3;PM1;PM2;PM3,,1.5,,709
787,PLINE300,CIRCL,32299/01809,,DEVINPs,2023-01-16 19:00:00,2023-01-16 21:30:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,2.5,,710
788,PLINE300,CIRCL,32299/31838,,DEVINPs,2023-01-05 19:00:00,2023-01-05 21:30:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3,,2.5,,711
789,PLINE300,CIRCL,32299/31838,,DEVINPs,2023-01-13 10:00:00,2023-01-13 12:00:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,2.0,,712
790,PLINE300,CIRCL,36003/36503,,recipe setup,2023-01-25 09:30:00,2023-01-25 12:00:00,lieben52,,LP1;PM3,,2.5,,713
791,PLINE300,CIRCL,37092/02170,,AL213031,2023-01-05 12:30:00,2023-01-05 15:30:00,lieben52,,LP1;LP2;LP3;PM1;PM2;PM3,,3.0,,714
792,PLINE300,CIRCL,38199/01715,,DEVINPs,2023-01-04 19:30:00,2023-01-04 21:30:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3,,2.0,,715
793,PLINE300,CIRCL,38199/02180,,AL232055,2023-01-24 08:30:00,2023-01-24 09:30:00,lieben52,,LP1;LP2;LP3;PM1;PM2;PM3,,1.0,,716
794,PLINE300,CIRCL,39424/36503,,devinp,2023-01-12 09:00:00,2023-01-12 10:00:00,janard53,,LP1;LP2;LP3;PM1;PM2;PM3;PM4,,1.0,,717
795,PLINE300,DNS_2,30990/32063,,IMEC clean processing,2023-01-09 16:00:00,2023-01-09 17:30:00,chang92,,LP1;WM4,,1.5,,718
796,PLINE300,DNS_2,30990/32063,,IMEC Clean,2023-01-13 12:30:00,2023-01-13 14:00:00,rastog28,,LP2;WM4,,1.5,,719
797,PLINE300,DNS_4,30990/02249,,Backside etch with TMAH,2023-01-17 13:00:00,2023-01-17 13:30:00,hsingy35,,LP1;SM2,,0.5,,720
798,PLINE300,DNS_4,30990/02249,,etch 10 wafers,2023-01-25 15:30:00,2023-01-25 16:30:00,su63,,LP2;SM2,,1.0,,721
799,PLINE300,DNS_4,30990/32063,,0.5% HF etch test,2023-01-09 08:00:00,2023-01-09 09:00:00,rahmat49,,LP2;SM2,,1.0,,722
800,PLINE300,DNS_4,30990/32063,,HF etch 0.5%,2023-01-13 11:00:00,2023-01-13 12:30:00,jeon73,,LP1;SM1,,1.5,,723
801,PLINE300,DNS_4,30990/32063,,HF etch,2023-01-16 11:00:00,2023-01-16 13:00:00,jeon73,,LP1;SM1,,2.0,,724
802,PLINE300,DNS_4,30990/32063,,HF etch,2023-01-18 10:00:00,2023-01-18 12:30:00,jeon73,,LP1;SM1,,2.5,,725
803,PLINE300,DNS_4,31199/00650,,DSA,2023-01-06 14:00:00,2023-01-06 15:00:00,verstr99,,LP1;SM1,,1.0,,726
804,PLINE300,DNS_4,31199/00650,,DSA,2023-01-18 16:00:00,2023-01-18 17:00:00,verstr99,,LP1;SM1,,1.0,,727
805,PLINE300,DNS_4,31199/02285,,MS6800 strip voor DSA,2023-01-26 09:30:00,2023-01-26 11:00:00,blomme87,,LP1;SM1,,1.5,,728
806,PLINE300,DNS_4,32399/30027,,TMAHfor haze wafer production,2023-01-12 09:00:00,2023-01-12 15:00:00,sebai,,LP1;SM2,,6.0,,729
807,PLINE300,DNS_5,32005/01719,,HF processing experiment,2023-01-24 16:30:00,2023-01-24 17:30:00,decost63,,LP4;MPC5,,1.0,,730
808,PLINE300,DNS_5,98601/01062,,TK10 processing,2023-01-11 09:00:00,2023-01-11 18:30:00,decost63,,CPC11;LP3;LP4;MPC5,,9.5,,731
809,PLINE300,DNS_6,30990/32063,,IMEC Clean process,2023-01-20 16:00:00,2023-01-20 19:00:00,homkar65,,LP1;MPC2,,3.0,,732
810,PLINE300,DNS_6,31199/01655,,CTl clean,2023-01-17 18:00:00,2023-01-17 20:30:00,vdbroecn,,LP1;LP2;MPC8,,2.5,,733
811,PLINE300,DNS_6,31499/00379,,imec clean 2wfrs,2023-01-11 09:30:00,2023-01-11 10:00:00,peissk91,,LP4;MPC2,,0.5,,734
812,PLINE300,DNS_6,31499/01838,,For operations (CTL AE300587),2023-01-17 11:00:00,2023-01-17 13:00:00,devlie55,,LP1;MPC2,,2.0,,735
813,PLINE300,DNS_6,36026/01221,,SPC HF2 improvement,2023-01-25 14:30:00,2023-01-25 15:30:00,gonzal15,,LP1;MPC2,,1.0,,736
814,PLINE300,DNS_6,36026/01225,,DNS_6-MCP2 HF2 improvement,2023-01-24 09:00:00,2023-01-24 11:00:00,gonzal15,,LP1;MPC2;MPC5;MPC8,,2.0,,737
815,PLINE300,DNS_9,31499/01838,,For operations (CTL AE234700),2023-01-18 16:30:00,2023-01-18 18:30:00,devlie55,,LP1;MPC13,,2.0,,738
816,PLINE300,DNS_9,32005/00737,,recipe dummy run,2023-01-12 11:00:00,2023-01-12 12:00:00,lai86,,LP2;MPC21,,1.0,,739
817,PLINE300,DNS_9,37092/02170,,CTL step 2 and 3 i.e.UV exposure,2023-01-23 13:00:00,2023-01-23 17:00:00,decost63,,LP4;MPC10,,4.0,,740
818,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-17 14:00:00,2023-01-17 14:30:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5,,741
819,PLINE300,DVPRIME_1,31199/01617,,scrod,2023-01-17 18:00:00,2023-01-17 18:30:00,gullo50,,LP1;LP2;PM_L1;PM_L2,,0.5,,742
820,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-19 17:30:00,2023-01-19 18:00:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5,,743
821,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-24 17:00:00,2023-01-24 17:30:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5,,744
822,PLINE300,DVPRIME_1,31199/01617,,Lam Process,2023-01-25 16:00:00,2023-01-25 19:30:00,huang72,,LP1;LP2;PM_L1;PM_L2,,3.5,,745
823,PLINE300,DVPRIME_1,31199/01918,,Lam Process,2023-01-05 18:30:00,2023-01-05 19:00:00,huang72,,LP1;LP2;PM_L1;PM_L2,,0.5,,746
824,PLINE300,DVPRIME_1,98601/01944,,VersaM SPC,2023-01-05 14:30:00,2023-01-05 15:00:00,goovae19,,LP1;LP2;PM_L1;PM_L2,,0.5,,747
825,PLINE300,EBEAM300,31199/00653,,BID557,2023-01-05 22:00:00,2023-01-06 06:00:00,vandeney,,,,8.0,,748
826,PLINE300,EBEAM300,31199/00653,,meting,2023-01-16 06:30:00,2023-01-16 19:00:00,debacker,,,,12.5,,749
827,PLINE300,EBEAM300,31199/00653,,/,2023-01-26 06:00:00,2023-01-26 12:00:00,vandeney,,,,6.0,,750
828,PLINE300,EDR7100,31007/30076,,sec,2023-01-14 09:00:00,2023-01-14 10:00:00,nonaka89,,PM,,1.0,,751
829,PLINE300,EDR7100,31007/30076,,sec,2023-01-24 14:30:00,2023-01-24 15:30:00,nonaka89,,PM,,1.0,,752
830,PLINE300,EDR7100,31199/00650,,DSA,2023-01-05 13:00:00,2023-01-05 15:00:00,vanbel53,,PM,,2.0,,753
831,PLINE300,EDR7100,31199/00650,,DSA,2023-01-19 17:00:00,2023-01-19 19:00:00,vanbel53,,PM,,2.0,,754
832,PLINE300,EDR7100,31199/00650,,DSA,2023-01-20 06:30:00,2023-01-20 09:00:00,vanbel53,,PM,,2.5,,755
833,PLINE300,EDR7100,31199/00650,,DSA,2023-01-23 06:30:00,2023-01-23 08:00:00,vanbel53,,PM,,1.5,,756
834,PLINE300,EDR7100,31199/00653,,training,2023-01-17 16:00:00,2023-01-17 17:00:00,tamadd54,,PM,,1.0,,757
835,PLINE300,EDR7100,31199/01321,,D,2023-01-20 12:00:00,2023-01-20 13:00:00,gupta76,,PM,,1.0,,758
836,PLINE300,EDR7100,31199/01514,,test,2023-01-03 13:00:00,2023-01-03 13:30:00,furuka28,,PM,,0.5,,759
837,PLINE300,EDR7100,31199/01514,,test,2023-01-16 17:30:00,2023-01-16 19:00:00,furuka28,,PM,,1.5,,760
838,PLINE300,EDR7100,31199/01514,,test,2023-01-20 13:00:00,2023-01-20 15:00:00,furuka28,,PM,,2.0,,761
839,PLINE300,EDR7100,31199/01514,,test,2023-01-21 15:00:00,2023-01-21 18:00:00,furuka28,,PM,,3.0,,762
840,PLINE300,EDR7100,31199/01680,,MHM,2023-01-16 17:00:00,2023-01-16 17:30:00,kampit73,,PM,,0.5,,763
841,PLINE300,EDR7100,31199/01680,,MHM,2023-01-20 09:00:00,2023-01-20 10:00:00,kampit73,,PM,,1.0,,764
842,PLINE300,EDR7100,31199/01880,,recipe,2023-01-12 10:00:00,2023-01-12 11:30:00,tamadd54,,PM,,1.5,,765
843,PLINE300,EDR7100,31199/01880,,recipe,2023-01-13 14:00:00,2023-01-13 15:30:00,tamadd54,,PM,,1.5,,766
844,PLINE300,EDR7100,31199/01886,,wp3,2023-01-10 10:00:00,2023-01-10 12:00:00,vdheuvel,,PM,,2.0,,767
845,PLINE300,EDR7100,31199/01920,,measurement,2023-01-18 15:00:00,2023-01-18 19:00:00,loemba32,,PM,,4.0,,768
846,PLINE300,EDR7100,31199/01920,,measurement,2023-01-19 08:00:00,2023-01-19 10:00:00,loemba32,,PM,,2.0,,769
847,PLINE300,EDR7100,31199/01920,,measurement,2023-01-25 15:00:00,2023-01-25 19:00:00,loemba32,,PM,,4.0,,770
848,PLINE300,EDR7100,31199/01920,,measurement,2023-01-26 08:00:00,2023-01-26 10:00:00,loemba32,,PM,,2.0,,771
849,PLINE300,EDR7100,31199/01988,,review,2023-01-24 15:30:00,2023-01-24 17:00:00,drent34,,PM,,1.5,,772
850,PLINE300,EDR7100,31199/01988,,meas,2023-01-25 06:00:00,2023-01-25 08:00:00,vdbroecn,,PM,,2.0,,773
851,PLINE300,EDR7100,31199/01988,,meas,2023-01-26 06:00:00,2023-01-26 08:00:00,vdbroecn,,PM,,2.0,,774
852,PLINE300,EDR7100,31199/02273,,Defect review;Inspection,2023-01-05 15:00:00,2023-01-05 19:00:00,johnsu91;peters25,,PM,,4.0,,775
853,PLINE300,EDR7100,31199/02273,,review,2023-01-06 13:00:00,2023-01-06 15:00:00,peters25,,PM,,2.0,,776
854,PLINE300,EDR7100,31199/02273,,Inspection;review,2023-01-12 13:00:00,2023-01-12 17:00:00,johnsu91;peters25,,PM,,4.0,,777
855,PLINE300,EDR7100,31199/02273,,review,2023-01-18 10:00:00,2023-01-18 12:00:00,peters25,,PM,,2.0,,778
856,PLINE300,EDR7100,31199/02273,,Inspection,2023-01-19 13:00:00,2023-01-19 17:00:00,johnsu91;peters25,,PM,,4.0,,779
857,PLINE300,EDR7100,31199/02273,,Inspection,2023-01-20 17:00:00,2023-01-20 19:00:00,peters25,,PM,,2.0,,780
858,PLINE300,EDR7100,31199/02273,,Inspection,2023-01-23 15:00:00,2023-01-23 17:00:00,johnsu91,,PM,,2.0,,781
859,PLINE300,EDR7100,31199/02273,,review,2023-01-24 17:00:00,2023-01-24 19:00:00,peters25,,PM,,2.0,,782
860,PLINE300,EDR7100,31199/02273,,Inspection,2023-01-25 10:00:00,2023-01-25 12:00:00,johnsu91,,PM,,2.0,,783
861,PLINE300,EDR7100,31199/02273,,Inspection,2023-01-26 13:00:00,2023-01-26 15:00:00,peters25,,PM,,2.0,,784
862,PLINE300,EDR7100,31199/30079,,test,2023-01-03 10:00:00,2023-01-03 12:00:00,dilien72,,PM,,2.0,,785
863,PLINE300,EDR7100,31199/30079,,test,2023-01-04 13:00:00,2023-01-04 15:00:00,dilien72,,PM,,2.0,,786
864,PLINE300,EDR7100,31199/30079,,test,2023-01-08 16:00:00,2023-01-08 17:00:00,le27,,PM,,1.0,,787
865,PLINE300,EDR7100,31199/30079,,test,2023-01-12 06:00:00,2023-01-12 08:00:00,vleerb85,,PM,,2.0,,788
866,PLINE300,EDR7100,31199/30079,,test,2023-01-19 06:00:00,2023-01-19 08:00:00,vleerb85,,PM,,2.0,,789
867,PLINE300,EDR7100,31199/30079,,test,2023-01-20 10:00:00,2023-01-20 12:00:00,dekeys25,,PM,,2.0,,790
868,PLINE300,EDR7100,31199/30079,,test,2023-01-24 00:00:00,2023-01-24 04:00:00,vleerb85,,PM,,4.0,,791
869,PLINE300,EDR7100,31199/31021,,kamal,2023-01-25 08:00:00,2023-01-25 10:00:00,hareen73,,PM,,2.0,,792
870,PLINE300,EDR7100,31199/31021,,ks,2023-01-25 13:00:00,2023-01-25 15:00:00,hareen73,,PM,,2.0,,793
871,PLINE300,EDR7100,31199/31147,,rax,2023-01-14 10:00:00,2023-01-14 12:00:00,kim69,,PM,,2.0,,794
872,PLINE300,EDR7100,31199/31147,,rax,2023-01-18 08:30:00,2023-01-18 10:00:00,kim69,,PM,,1.5,,795
873,PLINE300,EDR7100,31199/31147,,rax,2023-01-21 09:00:00,2023-01-21 10:30:00,kim69,,PM,,1.5,,796
874,PLINE300,EDR7100,31199/31191,,scrjdp,2023-01-06 15:30:00,2023-01-06 17:00:00,vanderey,,PM,,1.5,,797
875,PLINE300,EDR7100,31199/31191,,ffem,2023-01-11 08:00:00,2023-01-11 09:00:00,vanderey,,PM,,1.0,,798
876,PLINE300,EDR7100,31199/31811,,monitor wafer check,2023-01-05 10:30:00,2023-01-05 12:00:00,drent34,,PM,,1.5,,799
877,PLINE300,EDR7100,32414/32513,,Manual inspection,2023-01-19 10:00:00,2023-01-19 12:00:00,davide98,,PM,,2.0,,800
878,PLINE300,EDR7100,32414/32513,,Manual inspection,2023-01-20 15:00:00,2023-01-20 17:00:00,davide98,,PM,,2.0,,801
879,PLINE300,EDR7100,32414/32513,,Manual inspection,2023-01-26 10:00:00,2023-01-26 12:00:00,davide98,,PM,,2.0,,802
880,PLINE300,EDR7100,38199/01951,,check,2023-01-23 11:00:00,2023-01-23 12:00:00,stiersk,,PM,,1.0,,803
881,PLINE300,ENDURA_3,31499/00696,,Carbon startup,2023-01-19 11:00:00,2023-01-19 17:00:00,witterst,,CH3;CHE;LP1;LP2,,6.0,,804
882,PLINE300,ENDURA_3,31499/00696,,Carbon startup,2023-01-20 10:00:00,2023-01-20 14:00:00,witterst,,CH3;CHE;LP1;LP2,,4.0,,805
